iterations,fevals,time,fitness
0,1108345,0.0029795959999998622,633.0
10,1109388,0.005898810000000143,631.0
20,1110419,0.0087940660000001,635.0
30,1111456,0.011744654000000132,633.0
40,1112498,0.01470052200000005,633.0
50,1113543,0.017628756000000134,633.0
60,1114593,0.02054850599999991,637.0
70,1115629,0.023446347999999784,635.0
80,1116669,0.027283772999999734,635.0
90,1117714,0.030219263999999413,635.0
100,1118752,0.033143286999999244,635.0
110,1119794,0.03605055999999918,637.0
120,1120833,0.03900102899999913,637.0
130,1121884,0.04191665499999919,635.0
140,1122924,0.0448409789999995,637.0
150,1123966,0.04774744599999936,637.0
160,1125014,0.05069396399999926,635.0
170,1126054,0.05355589999999966,635.0
180,1127090,0.05651532899999934,633.0
190,1128130,0.059397186999999185,635.0
200,1129167,0.06229420699999899,637.0
210,1130209,0.06606624299999941,635.0
220,1131245,0.06901865499999937,637.0
230,1132288,0.07197982899999911,639.0
240,1133321,0.07483508999999922,639.0
250,1134362,0.07769954099999943,639.0
260,1135399,0.0806681209999991,643.0
270,1136438,0.0836153469999994,645.0
280,1137477,0.08657069499999936,643.0
290,1138527,0.08943410699999932,641.0
300,1139569,0.09231079299999934,641.0
310,1140613,0.0951591659999993,641.0
320,1141641,0.09801229399999922,641.0
330,1142681,0.10204626199999911,643.0
340,1143725,0.10503271099999889,643.0
350,1144765,0.10808062099999871,643.0
360,1145801,0.11094465899999895,643.0
370,1146828,0.11379092299999893,641.0
380,1147871,0.11670274599999919,643.0
390,1148908,0.12053117399999902,639.0
400,1149946,0.12336072699999923,637.0
410,1150983,0.1262598679999991,639.0
420,1152026,0.12913714599999926,641.0
430,1153065,0.13200012399999927,639.0
440,1154090,0.13529832899999938,641.0
450,1155125,0.1381503349999993,639.0
460,1156161,0.1418147159999994,639.0
470,1157204,0.14468505299999945,637.0
480,1158243,0.14756014199999923,637.0
490,1159277,0.1504127899999994,639.0
500,1160310,0.15343638499999956,639.0
510,1161349,0.15629328699999956,639.0
