iterations,time,fitness
0,1.536200000001875e-05,0.03867104603318846
10,2.19979999999953e-05,0.03757934082892146
20,2.7876999999981722e-05,0.03643310954431175
30,3.3603999999964884e-05,0.0357687847818237
40,3.922499999994833e-05,0.03844019996722584
50,4.4782999999964934e-05,0.038937644886525236
60,5.4188999999954524e-05,0.03857509679529525
70,6.002199999996516e-05,0.04089414099185379
80,6.570699999997043e-05,0.04121901778330735
90,7.110399999996075e-05,0.04248248382134208
100,7.673599999993841e-05,0.03592212894900084
110,8.873899999992108e-05,0.03529993191250548
120,9.722599999992254e-05,0.03808598745551719
130,0.00010284099999990914,0.038745418328448196
140,0.00011073799999991585,0.03857208335768423
150,0.00011593699999992713,0.04326673599590417
160,0.00012157999999992675,0.0417614537774171
170,0.0001287929999999049,0.03651855641007209
180,0.00013466799999992118,0.036429321275018696
190,0.00014004799999992046,0.0406095379077157
200,0.00014991299999991825,0.04079943408954472
210,0.0001584329999999301,0.03968398822072093
220,0.00016987999999992787,0.040345189566283586
230,0.00017817899999991726,0.03598968648481794
240,0.00018430499999991246,0.03373058827647975
250,0.00022142399999991458,0.035046483355381484
260,0.0002292389999999367,0.035872671997692375
270,0.00023740199999994216,0.03698047784362347
280,0.00024295899999993154,0.036209527476523715
290,0.000248492999999933,0.038995941366815785
300,0.0002539499999999473,0.0362296509829001
310,0.0002593539999999339,0.03610441977487162
320,0.0002647659999999441,0.039964266946490835
330,0.0002700139999999296,0.04047624695803401
340,0.000275474999999914,0.03800846204863904
350,0.0002808389999998939,0.03863330719439725
360,0.0002863659999998991,0.037979863684532066
370,0.00029181399999989033,0.0390995576392605
380,0.0002972239999998738,0.03838911176438532
390,0.0003025409999998785,0.041187106895326266
400,0.0003079529999998609,0.0403396250074862
410,0.00031420999999984267,0.04272808042125129
420,0.0003196319999998476,0.042983051910938236
430,0.00032498299999986213,0.03864421244358595
440,0.00033078099999986343,0.03828817032635155
450,0.0003361799999998527,0.036000079618859974
460,0.000341653999999858,0.03590869717824962
470,0.00034706399999986925,0.03421569695507037
480,0.0003524669999998842,0.03715707000473746
490,0.0003579159999998749,0.03640835967800671
500,0.0003632269999998827,0.03832148073290383
510,0.0003685259999998691,0.03850912049463425
520,0.00037383799999987644,0.03813946010628395
530,0.0003791559999998806,0.03603197108229258
540,0.00038444699999989895,0.039493721476835636
550,0.0003907849999998936,0.03839437550908305
560,0.00039609099999990405,0.03703872802539807
570,0.000401367999999902,0.039351961207325425
580,0.0004067949999999043,0.03754043499876864
590,0.0004121079999999111,0.0413982000354921
600,0.000417463999999923,0.04211707156548484
610,0.000423787999999925,0.043928578582682926
620,0.00042927899999992136,0.04147302164845586
630,0.00043481999999991916,0.040890381483556906
640,0.0004407239999999202,0.0388349527751604
650,0.0004459769999999308,0.040178525820314406
660,0.0004514859999999177,0.036532291610843634
670,0.00045682499999993853,0.038507547689066175
680,0.00046214799999994005,0.03850739456008558
690,0.00046754199999993196,0.035236127876597134
700,0.0004732709999999418,0.03653385416596762
710,0.00047865199999994057,0.03684150200916877
720,0.0004840149999999488,0.04200801779369729
730,0.0004893849999999533,0.04406343241074776
740,0.0004947629999999537,0.04157908244031423
750,0.0005005289999999718,0.04153765852548251
760,0.0005059199999999653,0.04056301329842273
770,0.0005111719999999764,0.042067484621056715
780,0.0005165519999999757,0.03859866386622259
790,0.0005219629999999864,0.03787473524889581
800,0.0005274519999999838,0.03922998332402371
810,0.0005327669999999896,0.037353687132125765
820,0.0005382469999999917,0.04283879656512501
830,0.000543969999999977,0.040212821918967384
840,0.0005492379999999797,0.04111276352121198
850,0.0005545379999999933,0.03957631601570862
860,0.0005599950000000076,0.039635127999986246
870,0.0005655380000000043,0.03843000805235839
880,0.0005709070000000094,0.03824113122859279
890,0.0005762209999999879,0.03821869545522938
900,0.0005813949999999846,0.038931884056608204
910,0.0005868459999999742,0.036564288427004765
920,0.0005921429999999894,0.03624999764269128
930,0.0005983469999999991,0.0378967960538086
940,0.000603607000000006,0.03866613717107969
950,0.0006096810000000008,0.035176251660829605
960,0.0006161080000000041,0.04045966493164796
970,0.0006214290000000067,0.04147692532439857
980,0.0006267239999999952,0.04105926087280938
990,0.0006331960000000025,0.042691222058421754
1000,0.0006389619999999929,0.034864891209237546
1010,0.0006443929999999931,0.03631120206236303
1020,0.000649751000000004,0.03660018949764099
1030,0.0006550869999999986,0.037224001868692805
1040,0.0006613810000000164,0.0332686038602945
1050,0.000666723000000008,0.036741727453911285
1060,0.0006721160000000004,0.0373292352334897
1070,0.0006773890000000005,0.040459492783910755
1080,0.000706456000000022,0.0405280787711005
1090,0.0007158500000000179,0.039571561293470614
1100,0.0007216439999999935,0.0372809026420669
1110,0.0007271959999999855,0.03910353306285533
1120,0.0007327989999999784,0.037547055368911564
1130,0.0007382589999999634,0.037007501621152496
1140,0.0007445619999999487,0.04188677021764028
1150,0.0007500129999999383,0.036942200018614285
1160,0.0007554499999999353,0.03988330655626157
1170,0.0007608969999999271,0.03749894058980318
1180,0.0007664119999999386,0.03546859644799516
1190,0.0007719799999999222,0.03523292364073302
1200,0.0007773999999999281,0.035362026574974954
1210,0.0007830629999999172,0.0360197744789547
1220,0.0007883419999999142,0.0389819701149713
1230,0.0007937449999999291,0.04224677885292862
1240,0.0007990929999999452,0.03997518610519657
1250,0.0008043019999999512,0.0442302053351226
1260,0.0008097369999999493,0.0425366243164249
1270,0.0008152299999999724,0.035741412518357996
1280,0.0008205899999999544,0.03436496139801642
1290,0.0008261309999999522,0.03503958678605527
1300,0.0008314389999999616,0.036848489369778095
1310,0.0008366809999999503,0.03792695636347373
1320,0.0008422169999999507,0.036010022708857635
1330,0.0008476669999999409,0.03691206468310681
1340,0.0008531349999999216,0.03981377339041848
1350,0.0008586489999999336,0.0411398551669358
1360,0.0008641239999999384,0.04244679249615447
1370,0.000869700999999945,0.04329556352121024
1380,0.0008753729999999571,0.03939621105754342
1390,0.0008808459999999629,0.036335975030610854
1400,0.0008862709999999663,0.03596176744199309
1410,0.0008917589999999642,0.03466882871072917
1420,0.0008970469999999564,0.037940367747357574
1430,0.0009030299999999436,0.03826605429628577
1440,0.0009084679999999401,0.03948237055445766
1450,0.0009195549999999331,0.04184457718850053
1460,0.000924948999999925,0.0394145994736683
1470,0.0009304009999999419,0.03904940185439352
1480,0.0009358989999999345,0.041214714370086336
1490,0.0009414359999999344,0.03989217060624761
1500,0.0009466899999999168,0.040352491650014845
1510,0.0009519369999999028,0.04102431807994844
1520,0.0009574559999998844,0.0413464933356048
1530,0.0009628159999998664,0.0406099933833689
1540,0.0009682279999998489,0.04018347748741071
1550,0.0009734789999998328,0.03827447680803658
1560,0.0009786529999998295,0.03603672723384181
1570,0.000984231999999835,0.03737670731079695
1580,0.000989666999999833,0.03552810219687013
1590,0.0009948959999998286,0.03641200722444498
1600,0.0010002569999998379,0.03414638696169451
1610,0.0010055459999998295,0.0366108867143101
1620,0.0010114289999998416,0.039478596538872965
1630,0.001016813999999866,0.03705408893478815
1640,0.0010222449999998662,0.041545972156482716
1650,0.0010279859999998697,0.03641055673341184
1660,0.0010333109999998702,0.03787018776003092
1670,0.0010385699999998776,0.040145633516103035
1680,0.00104399699999988,0.035543036941984074
1690,0.0010492819999998737,0.03625896797005811
1700,0.0010547969999998852,0.03821877451294079
1710,0.0010601629999998918,0.03586475217257856
1720,0.0010658329999998772,0.03890388401008314
1730,0.0010740909999998605,0.039601050193245904
1740,0.0010796999999998502,0.03749027305947084
1750,0.0010850449999998402,0.04208436312521664
1760,0.0010905909999998353,0.0410907771232421
1770,0.0010971639999998173,0.04035715796206486
1780,0.001102706999999814,0.04195737102773094
1790,0.0011080619999998265,0.04240854113572679
1800,0.001114380999999831,0.03942903492482538
1810,0.0011198589999998343,0.03982230104354032
1820,0.0011250849999998314,0.040812604616367036
1830,0.001130469999999828,0.03627695027930262
1840,0.0011358679999998178,0.03874547184877329
1850,0.0011412719999998044,0.03908803644735319
1860,0.0011466529999998032,0.03925861901558422
1870,0.0011519439999998216,0.03985359505233048
1880,0.001157319999999823,0.039356653811305826
1890,0.0011629209999998447,0.04040409683303438
1900,0.0011683359999998533,0.03819074713860054
1910,0.0011737899999998413,0.03884633889398939
1920,0.0011791159999998413,0.03785098495621265
1930,0.0011844419999998412,0.03801088467301165
1940,0.001189820999999841,0.04145976077502545
1950,0.0011951389999998174,0.042265140601877096
1960,0.001200401999999795,0.04165216905445101
1970,0.0012065479999997797,0.04060225468025562
1980,0.0012121169999997905,0.03861561668001275
1990,0.0012178519999997972,0.034427053863293026
2000,0.0012231579999998077,0.03717913683916573
2010,0.001228469999999815,0.03876004164135519
2020,0.0012344729999998194,0.03963042483258707
2030,0.0012399009999998212,0.037048850844579075
2040,0.0012458479999998273,0.03824706368429833
2050,0.001251141999999844,0.03968141288552151
2060,0.001257450999999854,0.03550988619417784
2070,0.0012632009999998528,0.03810053507259778
2080,0.0012684969999998685,0.035579507031079545
2090,0.0012736479999998496,0.037518929986245717
2100,0.0012793839999998557,0.039365194821040374
2110,0.0012880119999998663,0.0403323600327159
2120,0.0012949229999998646,0.03731638902056757
2130,0.001300394999999871,0.036714872698936585
2140,0.0013057109999998762,0.037798040396893134
2150,0.0013111409999998769,0.03688932696434515
2160,0.001316594999999865,0.03696906794705322
2170,0.0013218819999998577,0.037937745112939944
2180,0.0013273089999998322,0.03685991687928577
2190,0.0013326439999998274,0.03629288777072247
2200,0.0013379819999998488,0.03468396420048927
2210,0.0013433009999998524,0.03616269792603736
2220,0.0013485569999998337,0.036527578549512614
2230,0.0013541559999998287,0.041874647566314156
2240,0.0013595769999998342,0.041383328540929874
2250,0.0013653859999998297,0.038476671959077495
2260,0.0013706409999998115,0.039301469781991394
2270,0.0013758749999998043,0.0421723031019125
2280,0.0013813249999998223,0.03789930462484251
2290,0.0013867669999998167,0.039895535304711384
2300,0.0013920379999998178,0.043319677694039674
2310,0.0013974759999998143,0.03975061830695605
2320,0.0014027619999998076,0.0385132722745846
2330,0.0014143349999997945,0.042166352301131124
2340,0.0014199309999997911,0.03944463451106115
2350,0.0014254249999997859,0.03901426077370559
2360,0.001430740999999791,0.03487582188320239
2370,0.001436040999999777,0.03533525620388645
2380,0.0014414389999997668,0.03674376831115382
2390,0.0014466409999997487,0.039719905922057486
2400,0.0014519469999997592,0.039447701219559296
2410,0.0014573099999997674,0.04122975016050044
2420,0.0014626259999997726,0.04104667931375581
2430,0.0014681679999997976,0.0454259701239316
2440,0.0014737479999998027,0.04257109199571266
2450,0.0014800009999997865,0.03891731684845414
2460,0.0014854509999998045,0.03970814570055113
2470,0.001490965999999816,0.03693023490745806
2480,0.0015329989999998128,0.039886445848074534
2490,0.0015403889999998088,0.03769381774357365
2500,0.0015463089999998292,0.038039667970413395
2510,0.0015547449999998297,0.038787955203643615
2520,0.0015642369999998296,0.03851304273588899
2530,0.0015732999999998332,0.03945392657857188
2540,0.0015856799999998117,0.042154099824796155
2550,0.0015915159999998207,0.04097874263205882
2560,0.0015969869999998276,0.042283583943951784
2570,0.0016024539999998366,0.03683427795872438
2580,0.0016079379999998367,0.03862585527107446
2590,0.001613289999999823,0.03922848276642814
2600,0.001620259999999818,0.04166609726767361
2610,0.0016255529999998353,0.043110361229999374
2620,0.0016319019999998519,0.04118572588119057
2630,0.0016373219999998578,0.0375046681975031
2640,0.0016427069999998545,0.03988809755453893
2650,0.001648008999999867,0.04254729557287599
2660,0.0016533739999998465,0.04380519094540042
2670,0.0016587169999998375,0.039617428986716066
2680,0.0016642589999998347,0.03666691316481811
2690,0.0016696889999998354,0.03695212036018296
2700,0.0016751779999998329,0.03461553642001986
2710,0.001680627999999823,0.0398789885551001
2720,0.0016859629999998182,0.037132929400163744
2730,0.001692537999999827,0.03386614040716551
2740,0.001697861999999828,0.036285792025060506
2750,0.001704089999999825,0.040714015999602705
2760,0.001709379999999816,0.03717414205908409
2770,0.0017154299999998235,0.03759714160983009
2780,0.0017208499999998295,0.03422517947527719
2790,0.0017271099999998374,0.038035618706917115
2800,0.0017325369999998397,0.03701609068023587
2810,0.0017379479999998226,0.03803914378729279
2820,0.0017433509999998376,0.03964794653494725
2830,0.001748839999999835,0.039361178401231746
2840,0.0017542709999998352,0.03695475528973357
2850,0.0017598849999998223,0.03780364229768347
2860,0.0017655229999998245,0.04117698536520738
2870,0.0017719239999998138,0.03734423484063634
2880,0.0017772329999998226,0.04031776827096707
2890,0.0017825419999998315,0.04063350396908908
2900,0.0017878599999998357,0.03842767364191838
2910,0.0017932549999998548,0.03944395547131639
2920,0.0017986019999998437,0.037407598466795325
2930,0.0018041979999998403,0.036892853268063776
2940,0.0018099079999998602,0.03650125527796744
2950,0.001815335999999862,0.034917297585815237
2960,0.0018207619999998648,0.03600316784609979
2970,0.0018260019999998822,0.041179179547815144
2980,0.0018364559999998753,0.04258489595145273
2990,0.001854812999999872,0.041337491379606094
3000,0.001867618999999876,0.0408348074081844
3010,0.0018743789999998706,0.04260857561249022
3020,0.0018801569999998546,0.04119705958797183
3030,0.0018893569999998694,0.03650670577591769
3040,0.0018947219999998766,0.04062202911951051
3050,0.0019001469999998521,0.04154349081048745
3060,0.0019119079999998512,0.03954986556078042
3070,0.001923211999999841,0.039503703796672895
3080,0.001930650999999839,0.037640692118050295
3090,0.001973860999999827,0.036440298841881165
3100,0.0019990979999998104,0.03509651018052897
3110,0.002005597999999831,0.035543672831697994
3120,0.002011192999999828,0.038080868452894115
3130,0.0020186349999998243,0.037603846476646455
3140,0.0020239719999998462,0.03467056175426551
3150,0.002030015999999857,0.03471250535031936
3160,0.0020353409999998573,0.03350232513189912
3170,0.0020406199999998542,0.03948028735196258
3180,0.0020460689999998727,0.03578221733645513
3190,0.0020514399999998767,0.0385673915402448
3200,0.002056819999999876,0.0382157602376202
3210,0.0020620189999998595,0.03808814484790788
3220,0.0020673519999998835,0.037342026296791044
3230,0.0020724839999998745,0.03836082876348389
3240,0.0020775499999998726,0.04294078437746194
3250,0.0020829439999998645,0.03799710122554027
3260,0.0020883679999998683,0.03880951176310508
3270,0.002096626999999851,0.043353697352381315
3280,0.002102144999999861,0.042446223527019565
3290,0.0021076689999998677,0.04174306411051482
3300,0.002112967999999854,0.04208270516094786
3310,0.0021182989999998514,0.039101980262849965
3320,0.0021266489999998417,0.036779380486934264
3330,0.00213226099999983,0.03750251390849526
3340,0.002137580999999833,0.03734447666987533
3350,0.0021428169999998248,0.03773965993677336
3360,0.0021482809999998354,0.03714794289586544
3370,0.002153433999999843,0.04103495092294088
3380,0.002158934999999834,0.03981947581275883
3390,0.0021642719999998283,0.04161421538636399
3400,0.002169535999999833,0.03838378577316158
3410,0.0021747049999998325,0.038072094440235654
3420,0.0021801059999998484,0.040483027557291364
3430,0.00218766299999984,0.03906584692273141
3440,0.0021933509999998435,0.03724976556170247
3450,0.002198613999999849,0.03756059614404433
3460,0.002204511999999853,0.04110037337279288
3470,0.0022103319999998428,0.04069177657235961
3480,0.0022157039999998462,0.0379489956341696
3490,0.002221063999999856,0.038084275059643034
3500,0.0022263419999998535,0.03679063282136527
3510,0.002231768999999856,0.03433493840561105
3520,0.0022369669999998676,0.03677361699885937
3530,0.0022422349999998703,0.03735951887555445
3540,0.00224770099999988,0.03862956660335317
3550,0.002253144999999873,0.0418699574960637
3560,0.002258595999999863,0.041556134895746236
3570,0.0022639259999998607,0.037472630328705354
3580,0.002269201999999859,0.04135456513277564
3590,0.00227712899999985,0.038025818823487975
3600,0.002285712999999856,0.03715407170881198
3610,0.002294415999999855,0.03986152273191635
3620,0.0022997479999998516,0.04198494836060982
3630,0.0023050699999998536,0.03994105095798273
3640,0.0023105689999998458,0.04411334733596804
3650,0.0023158199999998297,0.04239634001245177
3660,0.0023209029999998187,0.04306729207163368
3670,0.0023269429999998037,0.04086890700642651
3680,0.0023322239999997996,0.03779846563256357
3690,0.0023373979999997962,0.04107976204769167
3700,0.002342537999999811,0.04624573411449328
3710,0.002347804999999814,0.03676344406089277
3720,0.0023561409999998117,0.035836986311033193
3730,0.0023621759999997993,0.039908521662212315
3740,0.0023693899999998047,0.03892957898067207
3750,0.0023748029999997866,0.0347761130562149
3760,0.002380222999999765,0.03507142820001003
3770,0.002385467999999752,0.040252155902911
3780,0.002390789999999754,0.04273901824583744
3790,0.002396177999999749,0.04074242798597737
3800,0.0024028719999997505,0.041520196450732606
3810,0.0024081999999997494,0.04042586436889938
3820,0.002413392999999764,0.04087757320313471
3830,0.002418582999999752,0.04137191231261729
3840,0.00242385999999975,0.036629275864377225
3850,0.0024289529999997617,0.038137128126357125
3860,0.0024341929999997514,0.03573487595574088
3870,0.002439443999999763,0.03560067598559956
3880,0.0024448479999997774,0.037148772063174997
