iterations,pop,mate,mutate,time,fitness
0,100,30,50,0.0011366780000230392,0.03877760235073186
10,100,30,50,0.0021319900000094094,0.037299415826465114
20,100,30,50,0.0031064820000210602,0.03985467615916589
30,100,30,50,0.004053794000014932,0.03848909146471614
40,100,30,50,0.0049710950000303455,0.038098827440382774
50,100,30,50,0.005897515000043541,0.037922407337148495
60,100,30,50,0.006837806000021374,0.03897004041464699
70,100,30,50,0.007870580000002292,0.03762210778101309
80,100,30,50,0.009183793999994805,0.04381209450230549
90,100,30,50,0.010206436999993684,0.03715169991615046
100,100,30,50,0.011096192999985988,0.03859178414249808
110,100,30,50,0.011976098999980422,0.040716402253162025
120,100,30,50,0.012844048999966162,0.03864128752142215
130,100,30,50,0.013693203999963544,0.03736442609220188
140,100,30,50,0.014535977999969418,0.03736663293880455
150,100,30,50,0.015449010999958546,0.03677201055982809
160,100,30,50,0.016312626999933855,0.03739609443931366
170,100,30,50,0.017210610999910614,0.037052105648151396
180,100,30,50,0.018055926999892336,0.0400854494653342
190,100,30,50,0.018871589999889693,0.04000918855205622
200,100,30,50,0.019678150999880017,0.039360114511861014
210,100,30,50,0.020480353999886347,0.039945589311213094
220,100,30,50,0.02123764599988931,0.03860313673689247
230,100,30,50,0.022023770999908265,0.03767935962087372
240,100,30,50,0.022812740999910375,0.03591186456913109
250,100,30,50,0.023618828999900643,0.04062954701352964
260,100,30,50,0.024407086999900685,0.039520675692951875
270,100,30,50,0.02514038499990079,0.0408518385716133
280,100,30,50,0.025865073999909782,0.03625642721455736
290,100,30,50,0.02659938499991199,0.0413285934869621
300,100,30,50,0.02735017099990955,0.037201362003503796
310,100,30,50,0.02810169999989398,0.037172168345728
320,100,30,50,0.02885029899988467,0.04525795215412367
330,100,30,50,0.02959887999989519,0.03987594261454761
340,100,30,50,0.03035160699988637,0.03805237393460854
350,100,30,50,0.031055122999873674,0.03883714150604247
360,100,30,50,0.03186345699987214,0.03692687131802602
370,100,30,50,0.03282771099986803,0.036554309928542625
380,100,30,50,0.03372957399986376,0.034113376785710296
390,100,30,50,0.03456176499986441,0.039226625282046186
400,100,30,50,0.0352559799998744,0.03723493618814676
410,100,30,50,0.03601998999988609,0.04051626654320704
420,100,30,50,0.036883869999883245,0.04062613994259715
430,100,30,50,0.037651685999890105,0.036836950395749336
440,100,30,50,0.03833428499990532,0.039294791272770344
450,100,30,50,0.03911591499988276,0.04239450844548021
460,100,30,50,0.03991512899989402,0.0384184108734409
470,100,30,50,0.040641259999915746,0.03864799900600223
480,100,30,50,0.041356074999896464,0.03884345592053246
490,100,30,50,0.042036833999901546,0.03894225035119533
500,100,30,50,0.04270506699990051,0.038570042562938556
510,100,30,50,0.04340385299988725,0.036276597253364545
520,100,30,50,0.04410859699987668,0.03625522408371267
530,100,30,50,0.04478979299989305,0.03779704528976818
540,100,30,50,0.045524440999912485,0.03625247778096129
550,100,30,50,0.04623181199991677,0.039003409946621
560,100,30,50,0.046901759999911974,0.039868030650232616
570,100,30,50,0.0475625859999127,0.03831654607161992
580,100,30,50,0.04824251399989521,0.0369432962705746
590,100,30,50,0.048959087999890016,0.03866485408527571
600,100,30,50,0.049644993999891085,0.03618248708795405
610,100,30,50,0.05059833999987973,0.037543767279689055
620,100,30,50,0.05175567999987152,0.04190474867430816
630,100,30,50,0.052752715999872635,0.03737344712576981
640,100,30,50,0.054469728999862355,0.039252236327591845
650,100,30,50,0.05525129799985962,0.03676730759800476
660,100,30,50,0.05599252099986529,0.039551264696451385
670,100,30,50,0.056745224999872335,0.03944128493164775
680,100,30,50,0.05750718699988511,0.03616205198137331
690,100,30,50,0.058251080999895066,0.036970018553816875
700,100,30,50,0.05897009099990669,0.03872264977444722
710,100,30,50,0.059691337999908,0.03700261341987505
720,100,30,50,0.060417757999886135,0.03591086864667804
730,100,30,50,0.061137317999879315,0.04076686227981604
740,100,30,50,0.06187950899987982,0.041070819850012395
