iterations,pop,mate,mutate,time,fitness
0,2000,300,500,0.014243936999999818,0.06724556052083791
10,2000,300,500,0.027873659000000828,0.07958039080137509
20,2000,300,500,0.0425252010000019,0.09274821212443118
30,2000,300,500,0.05808113900000045,0.09964204282829264
40,2000,300,500,0.07322499700000051,0.10007708768828229
50,2000,300,500,0.08844637199999994,0.10968125762686355
60,2000,300,500,0.1034060599999993,0.13420524606661183
70,2000,300,500,0.11781635600000051,0.14240665943407996
80,2000,300,500,0.13166387200000074,0.14466452859454987
90,2000,300,500,0.1450024249999995,0.14488032120679015
100,2000,300,500,0.1589005100000005,0.1469533158692416
110,2000,300,500,0.17205872399999933,0.15603844375941822
120,2000,300,500,0.18508599199999942,0.15603844375941822
130,2000,300,500,0.19650487000000005,0.1573445756148261
140,2000,300,500,0.20735801300000034,0.15768536920153747
150,2000,300,500,0.2176496549999989,0.15786517032095218
160,2000,300,500,0.227758463999999,0.1582617808422087
170,2000,300,500,0.23744794399999947,0.15817668587915465
180,2000,300,500,0.24816832399999988,0.1592549864673148
190,2000,300,500,0.2575577889999998,0.1575354038168097
200,2000,300,500,0.26706185199999943,0.1592549864673148
210,2000,300,500,0.27635899400000064,0.15821353811833966
220,2000,300,500,0.2856076139999999,0.1592549864673148
230,2000,300,500,0.2955840779999992,0.15776731395076118
240,2000,300,500,0.3051254480000001,0.1578621838767665
250,2000,300,500,0.31461527900000164,0.15753540381680972
260,2000,300,500,0.324513768000001,0.15817668587915465
270,2000,300,500,0.33521714599999974,0.15821353811833966
280,2000,300,500,0.3449349059999989,0.15689048906452294
290,2000,300,500,0.35453516899999826,0.15753540381680972
300,2000,300,500,0.3650515359999975,0.1561797246158176
310,2000,300,500,0.3747889149999981,0.15648986017633332
320,2000,300,500,0.3846432499999981,0.15478832761613304
330,2000,300,500,0.3947325729999971,0.15478832761613304
340,2000,300,500,0.40518072699999763,0.15478832761613304
350,2000,300,500,0.4170207959999974,0.15478832761613304
360,2000,300,500,0.42743042699999734,0.15542538142334264
370,2000,300,500,0.43784648899999823,0.15478832761613304
380,2000,300,500,0.44826904699999837,0.15478832761613304
390,2000,300,500,0.45863434999999875,0.15478832761613306
400,2000,300,500,0.4689817119999997,0.15478832761613304
410,2000,300,500,0.4796648569999995,0.1571341316907546
420,2000,300,500,0.49068070399999897,0.157808509049091
430,2000,300,500,0.5034842569999984,0.1557024203280024
