iterations,x,time,fitness
0,0.05,2.3939000000083865e-05,492.0
10,0.05,4.741400000085605e-05,500.0
20,0.05,5.9932000000983976e-05,500.0
30,0.05,7.284300000165445e-05,502.0
40,0.05,8.518600000151366e-05,506.0
50,0.05,9.767000000238113e-05,508.0
60,0.05,0.00011001600000248857,514.0
70,0.05,0.0001229820000023807,514.0
80,0.05,0.00013615000000299915,516.0
90,0.05,0.0001487420000039208,516.0
100,0.05,0.00016097300000517123,516.0
110,0.05,0.00017323800000568212,518.0
120,0.05,0.0001853040000057149,518.0
130,0.05,0.00019786300000568247,520.0
140,0.05,0.0002129980000056264,520.0
150,0.05,0.0002249630000061842,522.0
160,0.05,0.00023690800000508716,522.0
170,0.05,0.00024915500000410873,526.0
180,0.05,0.00026140600000346126,530.0
190,0.05,0.00027335000000405785,532.0
200,0.05,0.0002871890000033517,532.0
210,0.05,0.00029962300000363484,532.0
220,0.05,0.00031235000000329194,532.0
230,0.05,0.0003244560000030816,532.0
240,0.05,0.0003373670000037521,532.0
250,0.05,0.0003512160000038733,532.0
260,0.05,0.0003664900000028837,534.0
270,0.05,0.00037912200000178586,536.0
280,0.05,0.00039233400000071583,544.0
290,0.05,0.0004048640000000603,544.0
300,0.05,0.0004179600000000505,548.0
310,0.05,0.00043092199999961167,548.0
320,0.05,0.00044419299999809425,552.0
330,0.05,0.00045744699999872296,554.0
340,0.05,0.00046974899999874253,556.0
350,0.05,0.0004825999999980013,558.0
360,0.05,0.0004947919999978012,558.0
370,0.05,0.0005074979999974971,560.0
380,0.05,0.0005299289999971535,562.0
390,0.05,0.0005424969999978657,562.0
400,0.05,0.0005549939999980325,564.0
410,0.05,0.0005675489999976691,566.0
420,0.05,0.0005812759999983541,568.0
430,0.05,0.0005945949999990319,572.0
440,0.05,0.0006072989999985623,572.0
450,0.05,0.0006209209999994414,576.0
460,0.05,0.0006339469999989689,580.0
470,0.05,0.0006464809999986443,582.0
480,0.05,0.0006592399999991727,582.0
490,0.05,0.0006723489999984622,582.0
500,0.05,0.0006864479999979523,588.0
510,0.05,0.0007028759999965217,590.0
520,0.05,0.0007202289999970191,590.0
530,0.05,0.0007343939999966409,592.0
