iterations,x,time,fitness
0,0.5,2.8021999998628644e-05,494.0
10,0.5,4.647699999793531e-05,490.0
20,0.5,6.27529999981391e-05,488.0
30,0.5,7.872899999838978e-05,490.0
40,0.5,9.7218999998816e-05,494.0
50,0.5,0.00011257199999903378,496.0
60,0.5,0.00012809499999910656,496.0
70,0.5,0.00014382699999870852,498.0
80,0.5,0.0001595409999985975,502.0
90,0.5,0.00017448599999880798,504.0
100,0.5,0.00019652399999969816,508.0
110,0.5,0.00021153899999859505,510.0
120,0.5,0.00022364599999846746,510.0
130,0.5,0.00023617399999764643,516.0
140,0.5,0.00024832899999793767,518.0
150,0.5,0.000260402999996856,524.0
160,0.5,0.00027381799999659506,530.0
170,0.5,0.00028564499999816917,534.0
180,0.5,0.0002978399999982173,540.0
190,0.5,0.00031014699999687423,540.0
200,0.5,0.0003225969999967049,544.0
210,0.5,0.0003357679999957952,548.0
220,0.5,0.00034814499999669124,550.0
230,0.5,0.0003628929999965891,550.0
240,0.5,0.00037556799999727275,552.0
250,0.5,0.0003882149999956397,556.0
260,0.5,0.00040053599999545497,556.0
270,0.5,0.00041305799999591386,556.0
280,0.5,0.00042645799999618816,560.0
290,0.5,0.00043976099999731844,564.0
300,0.5,0.0004530509999973731,566.0
310,0.5,0.000465329999997266,568.0
320,0.5,0.00047767899999762164,570.0
330,0.5,0.0004902589999975504,576.0
340,0.5,0.0005029529999962534,578.0
350,0.5,0.000517375999995906,582.0
360,0.5,0.000530583999994505,582.0
370,0.5,0.0005440559999936312,586.0
380,0.5,0.0005575359999934193,590.0
390,0.5,0.0005706919999930449,590.0
400,0.5,0.0005833219999917816,592.0
410,0.5,0.0005969239999910059,592.0
420,0.5,0.0006100719999899695,594.0
430,0.5,0.0006238489999894625,600.0
440,0.5,0.0006379249999888259,604.0
450,0.5,0.0006512889999878979,606.0
460,0.5,0.0006650629999871427,608.0
470,0.5,0.0006809529999873831,614.0
480,0.5,0.0006938759999872701,614.0
490,0.5,0.0007070459999862777,614.0
500,0.5,0.0007199079999864466,616.0
510,0.5,0.0007325709999861374,618.0
520,0.5,0.0007457119999862982,618.0
530,0.5,0.000758971999985647,618.0
540,0.5,0.0007728849999857346,620.0
550,0.5,0.0007859079999867902,622.0
560,0.5,0.0007992799999883005,624.0
570,0.5,0.0008126889999875431,626.0
580,0.5,0.000826910999986552,628.0
590,0.5,0.0008402299999872298,628.0
600,0.5,0.0008551179999880532,630.0
610,0.5,0.0008685979999878413,630.0
620,0.5,0.0008816219999872033,632.0
630,0.5,0.0008944969999884478,634.0
640,0.5,0.0009077539999893247,636.0
650,0.5,0.0009221009999897944,638.0
660,0.5,0.0009354289999894405,640.0
670,0.5,0.0009496929999901482,642.0
680,0.5,0.0009627019999900455,642.0
690,0.5,0.0009768959999902904,642.0
700,0.5,0.0009902959999905647,644.0
710,0.5,0.001003731999990265,646.0
720,0.5,0.0010191999999893397,648.0
730,0.5,0.001032939999989324,648.0
740,0.5,0.0010458819999890068,648.0
750,0.5,0.001060345999988499,652.0
760,0.5,0.0010735649999880081,652.0
770,0.5,0.0010872829999879485,656.0
780,0.5,0.0011018119999874898,660.0
790,0.5,0.0011156259999864915,664.0
800,0.5,0.0011292919999874584,666.0
810,0.5,0.0011429819999868585,666.0
820,0.5,0.0011573289999873282,666.0
830,0.5,0.001171236999987002,666.0
840,0.5,0.0011858229999877068,666.0
850,0.5,0.001201804999988454,668.0
860,0.5,0.0012159439999877009,670.0
870,0.5,0.0012296579999873103,670.0
880,0.5,0.0012434129999867594,670.0
890,0.5,0.0012574639999858306,670.0
900,0.5,0.001273324999985448,670.0
910,0.5,0.001287413999985887,672.0
920,0.5,0.0013013179999852298,672.0
930,0.5,0.0013150989999850538,672.0
940,0.5,0.0013287199999858501,672.0
950,0.5,0.0013422569999868017,674.0
960,0.5,0.0013558199999863518,674.0
970,0.5,0.001371449999986396,674.0
980,0.5,0.001385805999985834,676.0
990,0.5,0.001400068999986459,680.0
1000,0.5,0.001413849999986283,680.0
1010,0.5,0.00142710699998716,682.0
1020,0.5,0.0014411989999878472,682.0
1030,0.5,0.0014554919999874016,684.0
1040,0.5,0.0014697389999867028,684.0
1050,0.5,0.0014839559999870744,684.0
1060,0.5,0.0014990399999863513,686.0
1070,0.5,0.0015135919999877956,688.0
1080,0.5,0.0015275839999873142,688.0
1090,0.5,0.0015443349999877398,690.0
1100,0.5,0.0015587619999877234,692.0
1110,0.5,0.001572120999988158,694.0
1120,0.5,0.0015860009999872915,696.0
1130,0.5,0.0015999209999861819,696.0
1140,0.5,0.0016136419999863705,696.0
1150,0.5,0.0016276509999855193,696.0
1160,0.5,0.0016427269999859107,696.0
1170,0.5,0.0016568639999867685,698.0
1180,0.5,0.0016706319999872932,698.0
1190,0.5,0.001685187999987292,698.0
1200,0.5,0.0016986319999876542,698.0
1210,0.5,0.0017127909999867796,698.0
1220,0.5,0.0017286149999868883,700.0
1230,0.5,0.0017424759999880024,700.0
1240,0.5,0.0017561799999885608,702.0
1250,0.5,0.0017700099999888863,704.0
1260,0.5,0.0017840999999876317,706.0
1270,0.5,0.0017986379999879176,708.0
1280,0.5,0.0018133199999876837,710.0
1290,0.5,0.0018273199999878642,712.0
1300,0.5,0.0018412269999874553,712.0
1310,0.5,0.0018555319999880027,712.0
1320,0.5,0.001869249999987943,712.0
1330,0.5,0.0018830499999875627,714.0
1340,0.5,0.0018993829999871537,716.0
1350,0.5,0.0019137899999854824,716.0
1360,0.5,0.0019289489999856357,716.0
1370,0.5,0.001942996999986235,718.0
1380,0.5,0.0019573999999877856,718.0
1390,0.5,0.0019714169999875963,722.0
1400,0.5,0.001986299999988006,722.0
1410,0.5,0.0020008349999880437,724.0
1420,0.5,0.0020148079999877666,724.0
1430,0.5,0.002028926999987135,726.0
1440,0.5,0.0020427539999872124,728.0
1450,0.5,0.002057158999987152,728.0
1460,0.5,0.002071651999985491,728.0
1470,0.5,0.00208730799998591,730.0
1480,0.5,0.0021312019999868426,732.0
1490,0.5,0.002149081999986535,732.0
1500,0.5,0.0021651329999876623,732.0
1510,0.5,0.0021830899999866205,732.0
1520,0.5,0.0021982639999862386,734.0
1530,0.5,0.0022172349999856067,736.0
1540,0.5,0.002234052999986247,738.0
1550,0.5,0.0022509079999863957,740.0
1560,0.5,0.0022734569999869336,740.0
1570,0.5,0.0022879739999872584,740.0
1580,0.5,0.0023027039999874432,740.0
1590,0.5,0.002321606999986514,744.0
1600,0.5,0.0023359369999855772,744.0
1610,0.5,0.0023500289999862645,744.0
1620,0.5,0.002364144999987161,744.0
1630,0.5,0.002378258999986116,744.0
1640,0.5,0.002392245999986997,748.0
1650,0.5,0.002407312999986644,750.0
1660,0.5,0.0024219319999865263,750.0
1670,0.5,0.0024360429999870092,750.0
1680,0.5,0.002450262999987629,750.0
1690,0.5,0.002464187999986933,750.0
1700,0.5,0.0024783079999863844,752.0
1710,0.5,0.002494999999985481,754.0
1720,0.5,0.002510015999986237,754.0
1730,0.5,0.002524136999985771,756.0
1740,0.5,0.002538457999985866,756.0
1750,0.5,0.00255286099998564,758.0
1760,0.5,0.00256724199998537,760.0
1770,0.5,0.0025811089999852044,760.0
1780,0.5,0.00259643699998513,762.0
1790,0.5,0.002610771999986383,762.0
1800,0.5,0.00262504299998767,762.0
1810,0.5,0.0026395759999875423,762.0
1820,0.5,0.002654135999987872,762.0
1830,0.5,0.00266854399998806,762.0
1840,0.5,0.00268440599998776,764.0
1850,0.5,0.00269870099998748,764.0
1860,0.5,0.002712847999987389,764.0
1870,0.5,0.0027269169999879495,764.0
1880,0.5,0.002741065999988024,764.0
1890,0.5,0.0027553839999878704,764.0
1900,0.5,0.00277101599998808,768.0
1910,0.5,0.002785162999987989,768.0
1920,0.5,0.0027994529999890716,768.0
1930,0.5,0.0028141349999888376,770.0
1940,0.5,0.00282826999998953,770.0
1950,0.5,0.0028430369999892235,772.0
1960,0.5,0.0028592839999888042,772.0
1970,0.5,0.0028737049999882913,772.0
1980,0.5,0.0028880899999883525,772.0
1990,0.5,0.00290249199998982,772.0
2000,0.5,0.002916952999989064,772.0
2010,0.5,0.0029314329999898803,772.0
2020,0.5,0.0029465009999896097,772.0
2030,0.5,0.0029606009999891825,772.0
2040,0.5,0.002974781999988352,772.0
2050,0.5,0.0029898449999876675,772.0
2060,0.5,0.0030043409999862547,774.0
2070,0.5,0.003019061999985695,776.0
2080,0.5,0.0030336579999854507,778.0
2090,0.5,0.0030503819999854187,778.0
2100,0.5,0.003064574999985581,778.0
2110,0.5,0.0030786979999852804,778.0
2120,0.5,0.0030930829999853415,778.0
2130,0.5,0.0031075199999861525,780.0
2140,0.5,0.0031219419999874987,780.0
