iterations,x,time,fitness
0,0.15,2.3126999998623887e-05,521.0
10,0.15,3.733999999866455e-05,517.0
20,0.15,5.6638999998526174e-05,523.0
30,0.15,6.90909999985223e-05,525.0
40,0.15,8.138899999821092e-05,527.0
50,0.15,9.557099999923935e-05,527.0
60,0.15,0.00010796199999774103,529.0
70,0.15,0.00012003099999624567,529.0
80,0.15,0.00013351699999653022,535.0
90,0.15,0.00014584599999700743,537.0
100,0.15,0.0001580909999958635,543.0
110,0.15,0.00017061399999462878,545.0
120,0.15,0.00018293699999460955,545.0
130,0.15,0.00019567399999509405,547.0
140,0.15,0.00021023699999567214,547.0
150,0.15,0.000222193999995568,551.0
160,0.15,0.00023483499999521484,553.0
170,0.15,0.00024759799999607424,559.0
180,0.15,0.00025993599999551975,561.0
190,0.15,0.00027290899999599105,563.0
200,0.15,0.0002856549999972202,563.0
210,0.15,0.0002988629999958192,565.0
220,0.15,0.0003114519999947163,565.0
230,0.15,0.00032397999999389526,565.0
240,0.15,0.00033749999999344027,569.0
250,0.15,0.0003501749999923476,569.0
260,0.15,0.00036390599999158724,573.0
270,0.15,0.0003791819999907631,573.0
280,0.15,0.00039190699999203105,573.0
290,0.15,0.0004046799999919415,575.0
300,0.15,0.00041785799999338735,575.0
310,0.15,0.0004303579999938023,575.0
320,0.15,0.00044327099999463826,579.0
330,0.15,0.00045716099999459914,581.0
340,0.15,0.00046980799999474243,583.0
350,0.15,0.0004823739999952892,585.0
360,0.15,0.0004958379999955298,587.0
370,0.15,0.0005098129999954182,589.0
380,0.15,0.0005233309999947977,591.0
390,0.15,0.0005387699999950257,591.0
400,0.15,0.0005517309999945041,591.0
410,0.15,0.0005640479999939885,591.0
420,0.15,0.0005768819999953934,593.0
430,0.15,0.0005896319999951771,593.0
440,0.15,0.0006066149999952586,597.0
450,0.15,0.0006244649999960217,597.0
460,0.15,0.0006377529999959108,599.0
470,0.15,0.0006527209999944716,601.0
480,0.15,0.0006655359999943045,603.0
490,0.15,0.0006781809999942823,605.0
500,0.15,0.0006918319999940081,609.0
510,0.15,0.0007076389999944865,611.0
520,0.15,0.000720755999994438,613.0
530,0.15,0.0007336049999953076,615.0
540,0.15,0.0007464439999953498,617.0
550,0.15,0.0007591199999943399,619.0
560,0.15,0.0007722789999942137,619.0
570,0.15,0.0007851049999949566,619.0
580,0.15,0.0007983909999946803,619.0
590,0.15,0.0008118059999944194,619.0
600,0.15,0.0008247109999945934,619.0
610,0.15,0.0008378149999952456,619.0
620,0.15,0.0008505509999956473,621.0
630,0.15,0.0008639489999957561,623.0
640,0.15,0.0008789339999957235,623.0
650,0.15,0.0008919479999960345,625.0
660,0.15,0.0009046009999948978,627.0
670,0.15,0.0009178319999936235,629.0
680,0.15,0.0009306809999927168,629.0
690,0.15,0.0009447019999928585,629.0
700,0.15,0.0009590619999944039,633.0
710,0.15,0.000971981999995819,637.0
720,0.15,0.000985932999995498,637.0
730,0.15,0.0009994559999952912,639.0
740,0.15,0.0010125849999944592,639.0
750,0.15,0.0010265099999955396,639.0
760,0.15,0.0010424479999961989,645.0
770,0.15,0.001055267999994669,647.0
780,0.15,0.001068190999994556,647.0
790,0.15,0.0010811579999945309,651.0
800,0.15,0.0010941679999945109,651.0
810,0.15,0.001107566999992926,655.0
820,0.15,0.001121173999992564,657.0
