iterations,x,time,fitness
0,0.85,2.6678000001112423e-05,504.0
10,0.85,4.023500000194247e-05,502.0
20,0.85,5.334900000164566e-05,502.0
30,0.85,6.641500000270639e-05,502.0
40,0.85,7.861300000300275e-05,504.0
50,0.85,9.054000000219276e-05,508.0
60,0.85,0.00010871900000175572,510.0
70,0.85,0.00012149400000183164,510.0
80,0.85,0.00013396200000137526,506.0
90,0.85,0.00014642900000083614,500.0
100,0.85,0.0001591080000000744,508.0
110,0.85,0.00017070700000054728,510.0
120,0.85,0.00020546700000068086,514.0
130,0.85,0.0002199130000004601,516.0
140,0.85,0.00023282499999943695,522.0
150,0.85,0.00024485399999996105,524.0
160,0.85,0.0002569860000001256,526.0
170,0.85,0.00027160099999967713,526.0
180,0.85,0.00030510000000028015,526.0
190,0.85,0.00032292200000050286,528.0
200,0.85,0.0003386980000001927,530.0
210,0.85,0.0003520080000001258,534.0
220,0.85,0.0003670600000003077,534.0
230,0.85,0.0003792570000005213,536.0
240,0.85,0.00039106700000068884,536.0
250,0.85,0.0004047440000007896,540.0
260,0.85,0.000417406000002174,540.0
270,0.85,0.0004295390000024213,544.0
280,0.85,0.00044188800000277695,546.0
290,0.85,0.00045449500000316334,548.0
300,0.85,0.00046937900000365573,552.0
310,0.85,0.0016702510000037307,558.0
320,0.85,0.0016860350000040825,562.0
330,0.85,0.0016989540000036385,564.0
340,0.85,0.0017114640000031045,566.0
350,0.85,0.0017241030000043622,572.0
360,0.85,0.0017367320000047926,574.0
370,0.85,0.0017847420000052239,574.0
380,0.85,0.0017994080000054424,576.0
390,0.85,0.0018121820000054356,576.0
400,0.85,0.0018250050000059304,578.0
410,0.85,0.0018378800000071749,580.0
420,0.85,0.0018501570000069023,580.0
430,0.85,0.0018675750000074487,582.0
440,0.85,0.0018806140000062754,582.0
450,0.85,0.0018937360000066406,586.0
460,0.85,0.0019068280000062998,586.0
470,0.85,0.001920308000006088,586.0
480,0.85,0.0019334540000066625,590.0
490,0.85,0.001945784000005446,590.0
500,0.85,0.001959170000004562,594.0
510,0.85,0.001972210000005248,596.0
520,0.85,0.0019855950000060574,602.0
530,0.85,0.0019981910000055336,602.0
540,0.85,0.002011250000006015,604.0
550,0.85,0.0020240200000056774,610.0
560,0.85,0.0020395630000056286,610.0
570,0.85,0.002053293000006562,612.0
580,0.85,0.0020661570000068963,612.0
590,0.85,0.0020792460000063073,612.0
600,0.85,0.002092456000005072,614.0
610,0.85,0.0021052640000043255,614.0
620,0.85,0.002118985000004514,618.0
630,0.85,0.0021314830000047635,618.0
640,0.85,0.0021450650000041094,618.0
650,0.85,0.002159221000004763,618.0
660,0.85,0.002172596000004745,620.0
670,0.85,0.0021863030000037753,620.0
680,0.85,0.0022018230000036,620.0
690,0.85,0.0022152530000028037,624.0
700,0.85,0.0022280690000027192,624.0
710,0.85,0.002241696000004012,626.0
720,0.85,0.002255238000003601,626.0
730,0.85,0.0022685820000027945,626.0
740,0.85,0.002282871000002018,628.0
750,0.85,0.0022963360000023414,630.0
760,0.85,0.002309286000002686,630.0
770,0.85,0.0023224710000029347,630.0
780,0.85,0.0023358030000029117,634.0
790,0.85,0.002349470000002185,636.0
800,0.85,0.0023646860000017256,638.0
810,0.85,0.002378880000000194,640.0
820,0.85,0.0023919180000007145,640.0
830,0.85,0.0024062430000011403,642.0
840,0.85,0.002419743000000807,642.0
850,0.85,0.002433653000000646,644.0
860,0.85,0.00244693900000037,644.0
870,0.85,0.002461849000001237,648.0
880,0.85,0.0024750790000016565,648.0
890,0.85,0.0024893370000000914,650.0
900,0.85,0.002502857999999719,650.0
910,0.85,0.00251601599999951,650.0
920,0.85,0.0025325990000002463,652.0
930,0.85,0.0025484049999988656,654.0
940,0.85,0.0025627079999992475,654.0
950,0.85,0.0025759680000003726,656.0
960,0.85,0.0025900589999992008,656.0
970,0.85,0.0026033339999980143,658.0
980,0.85,0.00261685199999917,660.0
990,0.85,0.0026343059999991425,662.0
1000,0.85,0.002659451999999618,662.0
1010,0.85,0.0026878299999992805,666.0
1020,0.85,0.002806715999998488,666.0
1030,0.85,0.0028406239999974048,672.0
1040,0.85,0.002871481999996206,676.0
1050,0.85,0.0029112089999951962,676.0
1060,0.85,0.0029390119999952447,676.0
1070,0.85,0.002965975999995152,676.0
1080,0.85,0.0029906439999951573,676.0
1090,0.85,0.0030314859999940325,676.0
1100,0.85,0.00306124399999419,678.0
1110,0.85,0.0030896339999948452,678.0
1120,0.85,0.003121547999993979,678.0
1130,0.85,0.0031459329999936614,678.0
1140,0.85,0.003170889999994486,678.0
1150,0.85,0.003195959999995779,682.0
1160,0.85,0.003220943999995285,684.0
1170,0.85,0.0032443729999958038,684.0
1180,0.85,0.0032764979999964083,684.0
1190,0.85,0.0033017639999961546,684.0
1200,0.85,0.0033269149999970438,684.0
1210,0.85,0.003350075999998481,686.0
1220,0.85,0.003373643999998066,686.0
1230,0.85,0.0033975109999975217,688.0
1240,0.85,0.003423486999997394,688.0
1250,0.85,0.003445633999998421,690.0
1260,0.85,0.0034694429999984067,692.0
1270,0.85,0.0034940809999977063,692.0
1280,0.85,0.0035173349999979564,694.0
1290,0.85,0.0035370049999983166,696.0
1300,0.85,0.0035528419999977245,696.0
1310,0.85,0.0035672309999981167,700.0
1320,0.85,0.0035810779999980724,702.0
1330,0.85,0.003595149999998881,704.0
1340,0.85,0.003610212999998197,704.0
1350,0.85,0.003627196999998361,706.0
1360,0.85,0.0036428439999980355,706.0
1370,0.85,0.003656619999999222,706.0
1380,0.85,0.0036728039999989193,706.0
1390,0.85,0.0036872070000004697,708.0
1400,0.85,0.0037006570000013284,708.0
1410,0.85,0.0037152450000021986,710.0
1420,0.85,0.0037334400000030854,714.0
1430,0.85,0.003747367000002555,714.0
1440,0.85,0.0037609000000031756,714.0
1450,0.85,0.0037746200000032815,714.0
1460,0.85,0.0037883500000024384,716.0
1470,0.85,0.0038026140000013697,716.0
1480,0.85,0.0038169600000017567,716.0
1490,0.85,0.0038345570000029028,716.0
1500,0.85,0.003849468000003853,718.0
1510,0.85,0.0038642720000048314,718.0
1520,0.85,0.0038781660000051232,720.0
1530,0.85,0.0038922320000054356,722.0
1540,0.85,0.003905594000004342,722.0
1550,0.85,0.0039211110000039184,722.0
1560,0.85,0.003934851000003903,722.0
1570,0.85,0.0039484090000048155,722.0
1580,0.85,0.0039619430000037426,722.0
1590,0.85,0.003975837000004034,722.0
1600,0.85,0.003990002000005433,722.0
1610,0.85,0.004004950000004115,724.0
1620,0.85,0.004019221000005402,726.0
1630,0.85,0.004033390000005355,726.0
1640,0.85,0.004047674000005941,726.0
1650,0.85,0.004061204000006313,726.0
1660,0.85,0.004075155000005992,728.0
1670,0.85,0.004090544000005636,728.0
1680,0.85,0.004104106000005103,728.0
1690,0.85,0.00411753700000439,730.0
1700,0.85,0.0041317280000043866,730.0
1710,0.85,0.004145545000005413,730.0
1720,0.85,0.004159440000005787,734.0
1730,0.85,0.004173796000007002,734.0
1740,0.85,0.004188776000008332,734.0
1750,0.85,0.004203974000008159,736.0
1760,0.85,0.00421786400000812,736.0
1770,0.85,0.0042319560000088075,736.0
1780,0.85,0.004245971000010229,740.0
1790,0.85,0.004260205000010231,742.0
1800,0.85,0.004275700000009763,744.0
1810,0.85,0.00429011500001053,748.0
1820,0.85,0.004304991000010361,748.0
1830,0.85,0.004319217000009701,748.0
1840,0.85,0.004333610000010424,752.0
1850,0.85,0.004347923000009857,752.0
1860,0.85,0.004363080000009845,754.0
1870,0.85,0.004377817000010609,756.0
1880,0.85,0.004392174000011906,756.0
1890,0.85,0.004406999000011069,756.0
1900,0.85,0.004421005000011746,758.0
1910,0.85,0.004435084000011358,758.0
1920,0.85,0.004451209000011502,758.0
1930,0.85,0.004466197000011718,758.0
1940,0.85,0.004480809000011021,760.0
1950,0.85,0.004495239000011253,762.0
1960,0.85,0.004509362000012729,762.0
1970,0.85,0.004523670000013524,762.0
1980,0.85,0.0045390320000127105,762.0
1990,0.85,0.004553075000012896,762.0
2000,0.85,0.004567330000012859,764.0
2010,0.85,0.004582169000013181,764.0
2020,0.85,0.004596607000012298,764.0
2030,0.85,0.004610802000012626,764.0
2040,0.85,0.004627456000012131,764.0
2050,0.85,0.004643007000010968,764.0
2060,0.85,0.004657637000011761,766.0
2070,0.85,0.004673761000011822,766.0
2080,0.85,0.004688236000012225,766.0
2090,0.85,0.004702724000013703,766.0
2100,0.85,0.004717110000013847,766.0
2110,0.85,0.004732293000014209,766.0
2120,0.85,0.004746357000014356,766.0
2130,0.85,0.0047607020000146605,766.0
2140,0.85,0.004775626000013133,766.0
2150,0.85,0.004789804000013831,766.0
2160,0.85,0.004805092000014,766.0
2170,0.85,0.004822694000013783,766.0
2180,0.85,0.0048369870000133375,766.0
2190,0.85,0.004851375000013647,766.0
2200,0.85,0.004865892000013972,766.0
2210,0.85,0.004880326000012758,768.0
2220,0.85,0.004894576000012307,770.0
2230,0.85,0.004910263000011739,770.0
2240,0.85,0.004924813000011241,770.0
2250,0.85,0.0049390630000107905,770.0
2260,0.85,0.0049535650000116505,770.0
2270,0.85,0.0049680450000124665,770.0
2280,0.85,0.004982295000012016,772.0
2290,0.85,0.0049983900000114545,776.0
2300,0.85,0.005013381000011918,776.0
2310,0.85,0.005027257000010721,778.0
2320,0.85,0.005041672000011488,780.0
2330,0.85,0.005056225000013015,780.0
2340,0.85,0.005070470000013927,780.0
2350,0.85,0.005084588000014989,780.0
2360,0.85,0.005100148000016347,780.0
2370,0.85,0.005115117000016767,782.0
2380,0.85,0.005131015000015893,783.0
2390,0.85,0.0051454490000164554,783.0
2400,0.85,0.005160143000015438,785.0
2410,0.85,0.0051751060000153615,785.0
2420,0.85,0.005191952000014766,785.0
2430,0.85,0.005206534000013363,787.0
2440,0.85,0.005221103000012661,787.0
2450,0.85,0.00523554300001372,787.0
2460,0.85,0.005250064000014376,787.0
2470,0.85,0.005265515000013821,787.0
2480,0.85,0.005283240000014899,787.0
2490,0.85,0.005299831000014521,787.0
2500,0.85,0.005314024000014683,789.0
2510,0.85,0.0053287740000147465,789.0
2520,0.85,0.005342948000013337,789.0
2530,0.85,0.005357235000012395,789.0
2540,0.85,0.005374252000011737,789.0
2550,0.85,0.005388792000010412,791.0
2560,0.85,0.005403415000010625,791.0
2570,0.85,0.005417806000011183,791.0
2580,0.85,0.005432313000012456,791.0
2590,0.85,0.005447214000012579,793.0
2600,0.85,0.005462410000012241,795.0
2610,0.85,0.005476831000011728,795.0
2620,0.85,0.005491888000012324,797.0
2630,0.85,0.0055065100000124545,797.0
2640,0.85,0.005521400000011667,797.0
2650,0.85,0.005536217000011945,797.0
2660,0.85,0.005552422000011603,797.0
2670,0.85,0.005568822000013185,797.0
2680,0.85,0.005583316000013383,797.0
2690,0.85,0.005598151000013374,797.0
2700,0.85,0.005612907000013934,797.0
2710,0.85,0.0056275540000143565,797.0
2720,0.85,0.005642555000013871,797.0
2730,0.85,0.005658244000013468,797.0
2740,0.85,0.005673123000013547,799.0
2750,0.85,0.0056877710000140524,799.0
2760,0.85,0.005702569000014535,799.0
2770,0.85,0.005717043000013078,799.0
2780,0.85,0.00573197400001213,799.0
2790,0.85,0.005748191000012781,799.0
2800,0.85,0.005763851000011755,799.0
2810,0.85,0.005778739000012578,799.0
2820,0.85,0.005793378000012339,799.0
2830,0.85,0.00580854200001113,799.0
2840,0.85,0.005823491000011671,799.0
2850,0.85,0.005840223000010525,799.0
2860,0.85,0.005858023000010704,799.0
2870,0.85,0.005872801000011307,799.0
2880,0.85,0.005887537000010212,801.0
2890,0.85,0.005901903000008701,801.0
2900,0.85,0.005916461000007089,801.0
2910,0.85,0.005933322000005958,801.0
2920,0.85,0.005949111000006724,801.0
2930,0.85,0.005963457000007111,801.0
2940,0.85,0.0059783460000062405,801.0
2950,0.85,0.0059928760000058645,801.0
2960,0.85,0.006007923000005633,801.0
2970,0.85,0.006022210000004691,801.0
2980,0.85,0.006037572000005653,801.0
2990,0.85,0.00605291000000463,801.0
3000,0.85,0.0060673430000033335,801.0
3010,0.85,0.006081931000004204,801.0
3020,0.85,0.006096543000003507,801.0
3030,0.85,0.006111466000003674,803.0
3040,0.85,0.006128341000003701,803.0
3050,0.85,0.006165531000004165,803.0
3060,0.85,0.006182158000004989,803.0
3070,0.85,0.006219373000003969,803.0
3080,0.85,0.006234498000004862,803.0
3090,0.85,0.006254404000005209,803.0
3100,0.85,0.006277571000005366,803.0
3110,0.85,0.00629452100000627,805.0
3120,0.85,0.0063177740000064375,805.0
3130,0.85,0.006343094000007099,805.0
3140,0.85,0.0063743850000062,805.0
3150,0.85,0.00640110200000521,805.0
3160,0.85,0.006422056000005227,805.0
3170,0.85,0.0064384750000048285,805.0
3180,0.85,0.006453168000005505,805.0
3190,0.85,0.006467806000005183,805.0
3200,0.85,0.006482412000005766,805.0
3210,0.85,0.006497269000005801,807.0
3220,0.85,0.006512626000004573,807.0
3230,0.85,0.0065273470000040135,807.0
3240,0.85,0.006542110000003376,807.0
3250,0.85,0.006557673000003206,807.0
3260,0.85,0.006572906000004153,807.0
3270,0.85,0.006588304000004541,807.0
3280,0.85,0.006605878000003784,807.0
3290,0.85,0.00662113100000461,809.0
3300,0.85,0.006635843000003305,811.0
3310,0.85,0.006650980000003415,811.0
3320,0.85,0.006666330000003384,811.0
3330,0.85,0.006681362000001911,811.0
3340,0.85,0.006696158000002228,813.0
3350,0.85,0.006714350000002867,813.0
3360,0.85,0.006729380000003005,813.0
3370,0.85,0.006744245000001925,813.0
3380,0.85,0.006777153000003366,813.0
3390,0.85,0.006794836000002746,815.0
3400,0.85,0.0068295540000029575,815.0
3410,0.85,0.006851542000003263,815.0
3420,0.85,0.006866491000003805,815.0
3430,0.85,0.006881261000003747,815.0
3440,0.85,0.006896033000003854,817.0
3450,0.85,0.006910755000005153,817.0
3460,0.85,0.00692538300000578,817.0
3470,0.85,0.006940847000004524,817.0
3480,0.85,0.0069572870000040865,817.0
3490,0.85,0.006972432000004858,817.0
3500,0.85,0.0069874750000060715,817.0
3510,0.85,0.00700196200000569,819.0
3520,0.85,0.007016968000005619,821.0
3530,0.85,0.007033711000005383,821.0
3540,0.85,0.007048490000004293,821.0
3550,0.85,0.007063241000004439,823.0
3560,0.85,0.007079876000004148,823.0
3570,0.85,0.007102045000003443,823.0
3580,0.85,0.007119366000003069,823.0
3590,0.85,0.007134329000002992,823.0
3600,0.85,0.00715021800000315,823.0
3610,0.85,0.007166050000003921,823.0
3620,0.85,0.007181265000005155,823.0
3630,0.85,0.0071964880000052744,823.0
3640,0.85,0.007210984000005638,823.0
3650,0.85,0.007225744000004752,823.0
3660,0.85,0.00724413400000401,825.0
