iterations,fevals,time,fitness
0,2996167,4.74028992999996,860.0
10,2998358,9.573474593999947,860.0
20,3000549,14.504186370999946,860.0
30,3002740,19.58347500499997,862.0
40,3004931,24.73824731899998,862.0
50,3007122,29.800250531000017,860.0
60,3009313,34.778048678999994,860.0
70,3011504,39.89633242399998,862.0
80,3013695,45.06712631400001,862.0
90,3015886,50.255433219999986,862.0
100,3018077,55.37963462699997,862.0
110,3020268,60.68910404899998,862.0
120,3022459,65.58368554299994,862.0
130,3024650,70.38081064099998,862.0
140,3026841,75.49770443299997,862.0
150,3029032,80.16266805599992,862.0
160,3031223,84.84532193599995,862.0
170,3033414,90.12090907599992,862.0
180,3035605,95.20773463799992,862.0
190,3037796,100.29176887299991,862.0
