iterations,fevals,time,fitness
0,2951946,5.0317259990000025,856.0
10,2954137,10.235935756000003,856.0
20,2956328,15.51667181900001,856.0
30,2958519,20.869425716000023,856.0
40,2960710,26.159407457000043,856.0
50,2962901,31.51482655000001,856.0
60,2965092,36.625695897000014,856.0
70,2967283,41.782620863000034,856.0
80,2969474,46.67205695000001,856.0
90,2971665,51.83632468500002,856.0
100,2973856,56.62542243500002,856.0
110,2976047,61.726977723000005,858.0
120,2978238,66.47626592299997,858.0
130,2980429,71.59638841599997,860.0
140,2982620,76.56990772999995,858.0
150,2984811,81.83606877299997,858.0
160,2987002,86.59349954999993,858.0
170,2989193,91.59083655299992,860.0
180,2991384,96.38806301499994,860.0
190,2993575,101.56224507799993,860.0
