iterations,fevals,time,fitness
0,2863504,5.066039960999987,832.0
10,2865695,10.168112559999983,832.0
20,2867886,15.146656873999973,834.0
30,2870077,20.14251560499997,836.0
40,2872268,24.886994037999983,838.0
50,2874459,29.720263142999983,840.0
60,2876650,34.66007091099996,842.0
70,2878841,39.548375489999955,842.0
80,2881032,44.28368039799997,844.0
90,2883223,49.16793830499998,842.0
100,2885414,54.32717202599997,844.0
110,2887605,58.979502931999974,844.0
120,2889796,63.95498166699997,844.0
130,2891987,68.89287895199996,846.0
140,2894178,73.66418094399995,846.0
150,2896369,78.88649009699995,846.0
160,2898560,84.04280734699995,846.0
170,2900751,88.89680668799997,846.0
180,2902942,93.82041783999998,846.0
190,2905133,98.68034413499998,848.0
