iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.0900764215004,0.0913483481808,0.0901539970335,0.927989130435,0.923913043478,0.917748917749,0.000559368000001
10,0.0881805924507,0.0894124450216,0.0883635359536,0.979619565217,0.978260869565,0.974025974026,0.005698265
20,0.0880495180374,0.0893546868634,0.0883884581164,0.974184782609,0.978260869565,0.965367965368,0.012317757
30,0.0871723906288,0.0886392587299,0.0871399532493,0.972826086957,0.967391304348,0.95670995671,0.017319775
40,0.0883010220995,0.0905436016242,0.0902498439638,0.913043478261,0.91847826087,0.896103896104,0.022778714
50,0.0873673112799,0.0900309666253,0.0892968667072,0.948369565217,0.91847826087,0.930735930736,0.027828763
60,0.0873506792907,0.0900032736748,0.0892876417686,0.948369565217,0.91847826087,0.930735930736,0.032982233
70,0.0873506792907,0.0900032736748,0.0892876417686,0.948369565217,0.91847826087,0.930735930736,0.038006531
80,0.0873506792907,0.0900032736748,0.0892876417686,0.948369565217,0.91847826087,0.930735930736,0.043445974
90,0.0873506792907,0.0900032736748,0.0892876417686,0.948369565217,0.91847826087,0.930735930736,0.048415428
100,0.0873506792907,0.0900032736748,0.0892876417686,0.948369565217,0.91847826087,0.930735930736,0.05357182
110,0.0869346841296,0.0896255170165,0.0888850562482,0.947010869565,0.91847826087,0.930735930736,0.058507114
120,0.0868211672934,0.0896516350037,0.0886683217736,0.952445652174,0.940217391304,0.952380952381,0.063369334
130,0.0863958164953,0.088891302387,0.0877078730403,0.982336956522,0.972826086957,0.974025974026,0.068388312
140,0.0863958164953,0.088891302387,0.0877078730403,0.982336956522,0.972826086957,0.974025974026,0.073420378
150,0.0850048348352,0.0872828153196,0.0858582101803,0.982336956522,0.978260869565,0.965367965368,0.079564147
160,0.084797498344,0.0869592155973,0.0855893220489,0.985054347826,0.983695652174,0.969696969697,0.084443639
170,0.084797498344,0.0869592155973,0.0855893220489,0.985054347826,0.983695652174,0.969696969697,0.089559775
180,0.084797498344,0.0869592155973,0.0855893220489,0.985054347826,0.983695652174,0.969696969697,0.094419224
190,0.0847767921766,0.0869071835223,0.0855064932737,0.986413043478,0.983695652174,0.974025974026,0.099247654
200,0.0847767921766,0.0869071835223,0.0855064932737,0.986413043478,0.983695652174,0.974025974026,0.104510007
210,0.0843250852404,0.0860461542874,0.084400761112,0.986413043478,0.983695652174,0.987012987013,0.109325525
220,0.0843250852404,0.0860461542874,0.084400761112,0.986413043478,0.983695652174,0.987012987013,0.114275762
230,0.0801397455088,0.0812543543991,0.0804224264864,1.0,1.0,1.0,0.119236687
240,0.0801397455088,0.0812543543991,0.0804224264864,1.0,1.0,1.0,0.12407225
250,0.0794849259751,0.080640681857,0.0798606880559,1.0,1.0,1.0,0.128963314
260,0.0793705448264,0.080619145482,0.0799022507708,0.995923913043,1.0,1.0,0.133786296
270,0.0791520062348,0.0804248551315,0.079708335082,0.993206521739,1.0,1.0,0.138824252
280,0.0788852201799,0.0805729431257,0.0798772527005,0.990489130435,0.994565217391,1.0,0.14361161
290,0.0788363663939,0.0805228006236,0.0798281486309,0.990489130435,0.994565217391,1.0,0.148704379
300,0.0512609228565,0.0525299936164,0.0522263429728,1.0,1.0,1.0,0.153499773
310,0.0508629238593,0.0522339731059,0.05190882021,1.0,1.0,1.0,0.158313296
320,0.0507528833414,0.0520580171824,0.051446675078,1.0,1.0,1.0,0.163311076
330,0.0507508022462,0.0520558693232,0.0514419409934,1.0,1.0,1.0,0.16826494
340,0.0507508022462,0.0520558693232,0.0514419409934,1.0,1.0,1.0,0.173120121
350,0.0505734877924,0.0520599208673,0.050582212715,1.0,1.0,1.0,0.17800455
360,0.0506612702832,0.0526629610901,0.0511737453103,0.997282608696,0.994565217391,0.991341991342,0.182863028
370,0.0505835198431,0.0520785934446,0.0505915916753,1.0,1.0,1.0,0.187890736
380,0.0503577750361,0.0516277683598,0.050406171292,1.0,1.0,1.0,0.192791157
390,0.0517707613568,0.0530248805031,0.0516803924108,1.0,1.0,1.0,0.197642791
400,0.0503577750361,0.0516277683598,0.050406171292,1.0,1.0,1.0,0.202441051
410,0.0503577750361,0.0516277683598,0.050406171292,1.0,1.0,1.0,0.207316378
420,0.0503577750361,0.0516277683598,0.050406171292,1.0,1.0,1.0,0.212254067
430,0.0485002025908,0.0496155458872,0.0485949079292,1.0,1.0,1.0,0.217088159
440,0.0485002025908,0.0496155458872,0.0485949079292,1.0,1.0,1.0,0.222046064
450,0.0484751721989,0.0492950104965,0.0480113568551,1.0,1.0,1.0,0.227104559
