iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.0614561841069,0.0612764927324,0.0638228199041,0.983695652174,0.983695652174,0.974025974026,0.028232787
10,0.0735460631305,0.0746845067743,0.0729014977197,1.0,1.0,1.0,0.290027744
20,0.0573683102517,0.0550506539084,0.0575064404453,0.9375,0.940217391304,0.930735930736,0.550079666
30,0.0596785083301,0.0567405037327,0.0593263001384,0.938858695652,0.940217391304,0.935064935065,0.830362194
40,0.0575597235104,0.0551349234426,0.0576212400577,0.952445652174,0.972826086957,0.943722943723,1.112144609
50,0.0559859807775,0.053602172957,0.0563658012506,0.963315217391,0.989130434783,0.965367965368,1.370314132
60,0.0560814818552,0.0526065730272,0.0553651837568,0.940217391304,0.95652173913,0.939393939394,1.622945026
70,0.0564358490628,0.0530434246969,0.0556631019429,0.944293478261,0.945652173913,0.935064935065,1.868521499
80,0.0449222438855,0.0432385283631,0.0459054463894,0.948369565217,0.972826086957,0.943722943723,2.115984569
90,0.0328698248978,0.0313695309345,0.0337842688059,0.974184782609,0.994565217391,0.969696969697,2.362889844
100,0.0341233240687,0.0332023145502,0.0335188828532,0.957880434783,0.951086956522,0.95670995671,2.601966698
110,0.0356709681486,0.0339472935196,0.0352382517802,0.976902173913,0.989130434783,0.974025974026,2.833770805
120,0.034512684965,0.0338350876914,0.0349593428022,0.972826086957,0.983695652174,0.969696969697,3.072279604
130,0.0336239570413,0.0317038871491,0.0339062309704,0.974184782609,0.978260869565,0.969696969697,3.309934925
140,0.0331575566654,0.0322182790332,0.0336626392252,0.986413043478,0.983695652174,0.974025974026,3.546630705
150,0.0234586058642,0.0226283358339,0.0240820840282,0.991847826087,1.0,0.978354978355,3.786614158
160,0.0238045093163,0.0227284462566,0.0241354305995,0.991847826087,1.0,0.978354978355,4.019964583
170,0.0233949274121,0.0223633199959,0.0238411111233,0.995923913043,1.0,0.982683982684,4.252540373
180,0.0239038280586,0.0226854628537,0.0241512225405,0.995923913043,1.0,0.982683982684,4.490404006
190,0.0233908898016,0.0222025046071,0.0238065564864,0.995923913043,1.0,0.982683982684,4.727997493
200,0.0234149328974,0.0220301736167,0.0237790621037,0.994565217391,1.0,0.982683982684,4.954294818
210,0.0193831343164,0.0184348069151,0.0207316402658,0.998641304348,1.0,0.987012987013,5.194994406
220,0.0216800608026,0.0206141852454,0.0227578379654,0.995923913043,1.0,0.982683982684,5.447457346
230,0.0219030709754,0.0207983608204,0.0230348692384,0.997282608696,1.0,0.982683982684,5.681807101
240,0.0219576323331,0.0208511413803,0.0230956652565,0.997282608696,1.0,0.982683982684,5.912673952
250,0.0217923149589,0.0206893052482,0.023081891826,0.995923913043,1.0,0.982683982684,6.162406784
260,0.0206790912993,0.0197383580489,0.0218537402391,0.997282608696,1.0,0.982683982684,6.410291103
270,0.00999688802745,0.00961946617951,0.0116412004969,1.0,1.0,1.0,6.648801639
280,0.00811936360842,0.00784332299073,0.00934618728971,1.0,1.0,1.0,6.897733923
290,0.00402026350923,0.00380785443732,0.00470921274799,1.0,1.0,1.0,7.154784153
300,0.00404699134674,0.00385253073713,0.00483214954203,1.0,1.0,1.0,7.393142802
310,0.00414801728891,0.0040121804751,0.00488832518137,1.0,1.0,1.0,7.630035099
320,0.00402698655444,0.00380283186777,0.00479919021181,1.0,1.0,1.0,7.876454284
330,0.00398733078694,0.00377938975648,0.0046804968089,1.0,1.0,1.0,8.131921655
340,0.00380062646715,0.00369132619918,0.0044287773886,1.0,1.0,1.0,8.36694676
350,0.00365484836416,0.0034791748118,0.0044197581239,1.0,1.0,1.0,8.617608902
360,0.00394482027973,0.0038131721576,0.00488772842704,1.0,1.0,1.0,8.872626786
370,0.00404732963661,0.00390067601481,0.00468917563574,1.0,1.0,1.0,9.128935038
380,0.00295426871033,0.00278979565614,0.00375203821348,1.0,1.0,1.0,9.384478695
390,0.00286971009343,0.00266473663662,0.00362477222244,1.0,1.0,1.0,9.635705542
400,0.00293243088795,0.00278085092985,0.00358579747536,1.0,1.0,1.0,9.878080652
410,0.0011714390564,0.00104054471241,0.00168231537189,1.0,1.0,1.0,10.119873523
420,0.0011693936132,0.00101349953729,0.00172359595693,1.0,1.0,1.0,10.414957278
430,0.00104250957834,0.000900900472875,0.00156432603289,1.0,1.0,1.0,10.65989061
440,0.00112315876752,0.000972034592427,0.00167680827068,1.0,1.0,1.0,10.90608823
450,0.00114567587034,0.00101672141955,0.00166559410345,1.0,1.0,1.0,11.13828641
460,0.00101533605176,0.000897859190734,0.00150208217981,1.0,1.0,1.0,11.378235138
470,0.00109629699994,0.000964374175459,0.00165885413011,1.0,1.0,1.0,11.628953394
480,0.00085660305321,0.000784211054601,0.00150618428628,1.0,1.0,1.0,11.87492475
490,0.000810048171893,0.000737898996102,0.00160697705574,1.0,1.0,1.0,12.121389329
500,0.000692052579912,0.000603999265453,0.00157492396706,1.0,1.0,1.0,12.360429189
510,0.000703612162972,0.000631234252729,0.00160050875233,1.0,1.0,1.0,12.593741349
520,0.000699956959669,0.000622890007476,0.00157955560715,1.0,1.0,1.0,12.83211788
530,0.00054721291373,0.000473281124296,0.00162912082905,1.0,1.0,1.0,13.079721833
540,0.000521114664914,0.000480863119727,0.00100852327885,1.0,1.0,1.0,13.326933069
550,0.00052500349012,0.000449481041451,0.00142880082757,1.0,1.0,1.0,13.567024333
560,0.000365559645064,0.000308021804963,0.000986540938589,1.0,1.0,1.0,13.805382764
570,0.000518123116396,0.000478501482102,0.00100823065542,1.0,1.0,1.0,14.039354841
580,0.000435780230266,0.000388817172071,0.000961620038346,1.0,1.0,1.0,14.279896516
590,0.000488373916777,0.000454431341119,0.00087795382484,1.0,1.0,1.0,14.554725094
600,0.000404002051244,0.000388646337088,0.00071594104898,1.0,1.0,1.0,14.810929717
610,0.000414333006219,0.000397051604595,0.000667333235541,1.0,1.0,1.0,15.091249835
620,0.000399809097942,0.000385560343049,0.000711428422212,1.0,1.0,1.0,15.348481357
630,0.000390832730187,0.000388177255128,0.000684857967566,1.0,1.0,1.0,15.59882023
640,0.000413545210715,0.000395897824425,0.000654290877149,1.0,1.0,1.0,15.849136248
650,0.00039782186583,0.000377158489299,0.000637116518584,1.0,1.0,1.0,16.095039379
660,0.000394579288326,0.000392288788288,0.000675101096718,1.0,1.0,1.0,16.336668726
670,0.000386548260121,0.000387203744114,0.000650877485464,1.0,1.0,1.0,16.581628531
680,0.000179657094925,0.00017879248266,0.000323709819691,1.0,1.0,1.0,16.824285819
690,0.000170783091273,0.000168861569842,0.000319929689731,1.0,1.0,1.0,17.068078084
700,0.000169234792532,0.000170941802481,0.000277750160413,1.0,1.0,1.0,17.305741898
710,0.000148518490883,0.000140761442943,0.000271248681437,1.0,1.0,1.0,17.556225653
720,0.000146359209451,0.000138473982433,0.000265767257408,1.0,1.0,1.0,17.796489043
730,0.000112475856518,0.000111342955177,0.000224113676204,1.0,1.0,1.0,18.033562853
740,0.000135454265434,0.000151560279363,0.000248317204637,1.0,1.0,1.0,18.277736374
750,0.000115184242986,0.000109561721751,0.00022510261636,1.0,1.0,1.0,18.528599032
