iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.132154613676,0.134093675302,0.129902081209,0.427989130435,0.407608695652,0.454545454545,0.006118695
10,0.126888236174,0.128775817834,0.124658228263,0.459239130435,0.445652173913,0.467532467532,0.01684385
20,0.126862086857,0.128747250109,0.124633307812,0.459239130435,0.445652173913,0.467532467532,0.031646352
30,0.126862086857,0.128747250109,0.124633307812,0.459239130435,0.445652173913,0.467532467532,0.041938326
40,0.126862086857,0.128747250109,0.124633307812,0.459239130435,0.445652173913,0.467532467532,0.050109556
50,0.126892714811,0.128786409816,0.124692949956,0.459239130435,0.445652173913,0.467532467532,0.05702354
60,0.111043623234,0.11280189264,0.108949785958,0.588315217391,0.54347826087,0.623376623377,0.063746818
70,0.111043623234,0.11280189264,0.108949785958,0.588315217391,0.54347826087,0.623376623377,0.071012729
80,0.111043623234,0.11280189264,0.108949785958,0.588315217391,0.54347826087,0.623376623377,0.07747935
90,0.11014899979,0.111953327751,0.108036760052,0.601902173913,0.54347826087,0.636363636364,0.083485593
100,0.109906995418,0.111634672973,0.107844729276,0.614130434783,0.565217391304,0.645021645022,0.089645813
110,0.109624674765,0.111282248935,0.10743416421,0.620923913043,0.58152173913,0.658008658009,0.095451075
120,0.109624674765,0.111282248935,0.10743416421,0.620923913043,0.58152173913,0.658008658009,0.100891869
130,0.109624674765,0.111282248935,0.10743416421,0.620923913043,0.58152173913,0.658008658009,0.106411539
140,0.109624674765,0.111282248935,0.10743416421,0.620923913043,0.58152173913,0.658008658009,0.111808906
150,0.108872226838,0.110589984587,0.107910964517,0.682065217391,0.619565217391,0.683982683983,0.117206574
160,0.108819295813,0.110355235597,0.108447998489,0.705163043478,0.66847826087,0.727272727273,0.124765023
170,0.108784352521,0.11029221109,0.108430718105,0.710597826087,0.679347826087,0.727272727273,0.130173351
180,0.108784352521,0.11029221109,0.108430718105,0.710597826087,0.679347826087,0.727272727273,0.136764536
190,0.107859654957,0.109595183978,0.107440392,0.711956521739,0.663043478261,0.727272727273,0.142083226
200,0.107850770539,0.109571166771,0.107457043268,0.714673913043,0.663043478261,0.727272727273,0.147861871
210,0.107853947642,0.109574803275,0.107460382048,0.714673913043,0.663043478261,0.727272727273,0.153604446
220,0.107850770539,0.109571166771,0.107457043268,0.714673913043,0.663043478261,0.727272727273,0.158941789
230,0.107790870481,0.109650653418,0.107208084262,0.716032608696,0.66847826087,0.722943722944,0.164443739
240,0.107700899505,0.109504764181,0.107129245437,0.726902173913,0.66847826087,0.735930735931,0.170100448
250,0.107498852467,0.109361314686,0.106905707854,0.724184782609,0.673913043478,0.731601731602,0.17561322
260,0.107498852467,0.109361314686,0.106905707854,0.724184782609,0.673913043478,0.731601731602,0.181233412
