iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.114616573889,0.110594183476,0.115686340876,0.758152173913,0.858695652174,0.744588744589,0.021936072
10,0.0798930576419,0.0793514297829,0.0789277395876,0.995923913043,0.989130434783,0.991341991342,0.12979907
20,0.0619967677354,0.0633109876389,0.0621453426342,1.0,1.0,1.0,0.224143567
30,0.0676062402439,0.0690316003266,0.0658672054015,0.995923913043,0.994565217391,1.0,0.32097165
40,0.0629231278008,0.0642250102333,0.0627238461003,0.994565217391,1.0,0.995670995671,0.418669817
50,0.0727187834751,0.0742182893502,0.073845228331,0.927989130435,0.913043478261,0.909090909091,0.514006527
60,0.0629231278008,0.0642250102333,0.0627238461003,0.994565217391,1.0,0.995670995671,0.610466816
70,0.0626851516823,0.0637299762645,0.0615849458034,0.995923913043,1.0,1.0,0.70190794
80,0.0614750390645,0.0616197348419,0.060705754566,0.986413043478,0.978260869565,0.987012987013,0.793031615
90,0.0608169808823,0.0628753942918,0.0605595549021,0.991847826087,0.989130434783,0.991341991342,0.89281073
100,0.061154783205,0.0625406745524,0.0611113009882,0.993206521739,0.989130434783,0.991341991342,0.987520975
110,0.0492434319795,0.0490775024853,0.0488983560767,0.998641304348,1.0,1.0,1.080726797
120,0.0483639015945,0.0479060797201,0.0476816291905,0.998641304348,1.0,1.0,1.172356044
130,0.0490331634817,0.0481230672454,0.048461366561,0.995923913043,1.0,1.0,1.266547967
140,0.0483439714513,0.0485073676972,0.0488786577336,0.994565217391,0.983695652174,0.987012987013,1.357665696
150,0.0483439714513,0.0485073676972,0.0488786577336,0.994565217391,0.983695652174,0.987012987013,1.452852917
160,0.0502663732574,0.0508128123151,0.0501819169004,0.995923913043,1.0,1.0,1.543975916
170,0.0353975895028,0.0349653219644,0.0350938439512,1.0,1.0,1.0,1.638779754
180,0.0363623939971,0.0360655260261,0.0362271407538,1.0,1.0,1.0,1.732695968
190,0.0353896049199,0.0349598227788,0.0350836720475,1.0,1.0,1.0,1.828399161
200,0.0352150580327,0.0349166883434,0.0351419698476,1.0,1.0,1.0,1.925194514
210,0.0357929631461,0.0352966163186,0.0355109751256,1.0,1.0,1.0,2.016928265
220,0.0353896049199,0.0349598227788,0.0350836720475,1.0,1.0,1.0,2.111229077
230,0.0353351238323,0.0347503088387,0.0350528652567,1.0,1.0,1.0,2.20938195
240,0.0364934040984,0.0359243000433,0.0362088963106,1.0,1.0,1.0,2.308884346
250,0.0352640939232,0.0350867885745,0.0353445510356,1.0,1.0,1.0,2.404996963
260,0.0353085114086,0.0349850200414,0.0352621111699,1.0,1.0,1.0,2.502183634
270,0.0341026399375,0.035646346443,0.0354557868373,0.976902173913,0.978260869565,0.969696969697,2.596119506
280,0.0352587296485,0.0347510584942,0.0352829396772,1.0,1.0,1.0,2.693180406
290,0.0352150580327,0.0349166883434,0.0351419698476,1.0,1.0,1.0,2.78555225
300,0.0340922767449,0.0356348282693,0.0354389474444,0.978260869565,0.978260869565,0.974025974026,2.880765742
310,0.0351605460372,0.0347041671272,0.0351203538493,1.0,1.0,1.0,2.975176613
320,0.0336631093545,0.0348288912789,0.0347430837014,0.986413043478,0.978260869565,0.978354978355,3.067489304
330,0.0343401364273,0.0362396880437,0.0358559829182,0.978260869565,0.978260869565,0.978354978355,3.159404542
