iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.194597123019,0.193287529609,0.196220156961,0.0,0.0,0.0,0.027643617
10,0.0710395496604,0.0721377718998,0.07054716016,0.952445652174,0.961956521739,0.948051948052,0.313534305
20,0.0681033701148,0.0663422543855,0.0660145548514,0.947010869565,0.967391304348,0.974025974026,0.589827334
30,0.0672264354517,0.0665539390475,0.0688559710855,0.95652173913,0.945652173913,0.926406926407,0.871921176
40,0.0602683166567,0.0588842796584,0.0605336451714,0.923913043478,0.940217391304,0.926406926407,1.151596725
50,0.0577217939072,0.0571048257632,0.0561511908955,0.972826086957,0.983695652174,0.974025974026,1.43831476
60,0.0629521133482,0.062562237617,0.0643798078492,0.891304347826,0.885869565217,0.887445887446,1.708374688
70,0.0636155117745,0.0666305163773,0.0637595493012,0.881793478261,0.880434782609,0.852813852814,1.978015443
80,0.0497534463643,0.0507442399485,0.0549118524931,0.983695652174,0.994565217391,0.961038961039,2.256701434
90,0.0600311915027,0.0628420751755,0.0590719773158,0.930706521739,0.913043478261,0.926406926407,2.531537985
100,0.049134934974,0.0502291822829,0.0512916582837,0.98097826087,0.994565217391,0.974025974026,2.802615147
110,0.04488626202,0.0446198161806,0.0460832264467,0.98097826087,0.989130434783,0.982683982684,3.077754814
120,0.0434267952157,0.044209107426,0.0426837502235,1.0,1.0,1.0,3.352518849
130,0.048127862508,0.0479692594819,0.047746940078,0.98777173913,0.994565217391,0.991341991342,3.63001597
140,0.0425983404914,0.0422018084317,0.0415682057228,0.998641304348,1.0,0.995670995671,3.896148232
150,0.0438334427653,0.0455960941831,0.044171412873,0.974184782609,0.961956521739,0.969696969697,4.17783433
160,0.0427831242939,0.0428397864792,0.0431281426958,0.995923913043,1.0,0.987012987013,4.44735078
170,0.0415409313323,0.0427626274591,0.0428810675897,0.990489130435,0.989130434783,0.982683982684,4.716064869
180,0.0413578938913,0.0419135755716,0.0408566751098,0.991847826087,0.994565217391,0.982683982684,4.985432724
190,0.043136202164,0.0434941461716,0.0444301178357,0.982336956522,0.978260869565,0.974025974026,5.263776405
200,0.0421185645403,0.0423508603006,0.0435200201855,0.990489130435,0.994565217391,0.974025974026,5.561978847
210,0.0372951499168,0.0370516197434,0.0373887012779,0.995923913043,0.994565217391,0.995670995671,5.839798676
220,0.0365351837847,0.0362983434675,0.0372427863515,0.979619565217,0.978260869565,0.978354978355,6.114865199
230,0.015131808339,0.0148575248076,0.0168175485172,1.0,1.0,0.995670995671,6.399421336
240,0.0153314998613,0.0150227939187,0.0166157799638,1.0,1.0,1.0,6.696559985
250,0.0149603431671,0.0156538111388,0.0160585028229,1.0,1.0,1.0,6.997681587
260,0.00974021487591,0.0101319274586,0.010673272146,1.0,1.0,1.0,7.277581124
270,0.00834854021281,0.00901560643295,0.00940872811739,1.0,1.0,1.0,7.566710515
280,0.00877253346239,0.00942767141081,0.00939913904731,1.0,1.0,1.0,7.846455562
290,0.00864680410185,0.00931422186217,0.00939188763888,1.0,1.0,1.0,8.123658799
300,0.00828902278635,0.00895608503977,0.00907094387808,1.0,1.0,1.0,8.402191015
310,0.0088570195319,0.00912178490599,0.00935195159981,1.0,1.0,1.0,8.67981295
320,0.00846650466769,0.00914342682198,0.00897075549457,1.0,1.0,1.0,8.948574271
330,0.0086065576742,0.00913589049059,0.00921381454892,1.0,1.0,1.0,9.216869714
340,0.00821179352609,0.00876909572657,0.00890654577153,1.0,1.0,1.0,9.510182625
350,0.00832487917565,0.00877683252487,0.00921081317278,1.0,1.0,1.0,9.792289508
360,0.00845790274011,0.00927385671908,0.00865701362022,1.0,1.0,1.0,10.076368798
370,0.00866332564123,0.00939991699542,0.00890369882463,1.0,1.0,1.0,10.3555165
380,0.00821179352609,0.00876909572657,0.00890654577153,1.0,1.0,1.0,10.637093316
390,0.00648527554159,0.00700047763236,0.00719316831198,1.0,1.0,1.0,10.910390646
400,0.00653656527293,0.00704108586368,0.00734950209815,1.0,1.0,1.0,11.183078275
410,0.00653656527293,0.00704108586368,0.00734950209815,1.0,1.0,1.0,11.451362288
420,0.00684512542968,0.00693908485153,0.00860310236962,1.0,1.0,0.995670995671,11.724797786
430,0.00280597039821,0.00311588615806,0.0032115796523,1.0,1.0,1.0,12.005093017
440,0.00318290505552,0.00333637842256,0.00364958662603,1.0,1.0,1.0,12.28647883
450,0.00280597039821,0.00311588615806,0.0032115796523,1.0,1.0,1.0,12.559983232
460,0.00280597039821,0.00311588615806,0.0032115796523,1.0,1.0,1.0,12.843366216
470,0.00282045900238,0.00318835061713,0.00330188192286,1.0,1.0,1.0,13.115953229
