iterations,pop,mate,mutate,time,fitness
0,200,50,0.9,0.017312917000001704,3231.3072039082112
10,200,50,0.9,0.030992278999999456,3267.4762432691596
20,200,50,0.9,0.042286071999999564,3264.692001816177
30,200,50,0.9,0.053877937999999403,3283.9162094962508
40,200,50,0.9,0.06521533400000123,3270.7894070501766
50,200,50,0.9,0.0777516140000003,3257.792827382454
60,200,50,0.9,0.08956093300000134,3257.792827382454
70,200,50,0.9,0.10074425000000176,3270.7894070501766
80,200,50,0.9,0.11182820700000207,3270.7894070501766
90,200,50,0.9,0.12328914200000085,3261.731722280215
100,200,50,0.9,0.13458378600000032,3257.792827382454
110,200,50,0.9,0.14678887599999868,3257.792827382454
120,200,50,0.9,0.15806588599999927,3259.7381036093484
130,200,50,0.9,0.1693369639999993,3270.7894070501766
140,200,50,0.9,0.18161979499999958,3259.7381036093484
150,200,50,0.9,0.1930904749999982,3261.731722280215
160,200,50,0.9,0.20451154999999943,3261.731722280215
170,200,50,0.9,0.21972446099999843,3270.7894070501766
180,200,50,0.9,0.23105484199999893,3257.792827382454
190,200,50,0.9,0.24294411600000032,3261.731722280215
200,200,50,0.9,0.2541343199999986,3259.7381036093484
210,200,50,0.9,0.2653136709999977,3259.7381036093484
220,200,50,0.9,0.2799837399999987,3270.7894070501766
230,200,50,0.9,0.29200625300000027,3259.7381036093484
240,200,50,0.9,0.30326208600000015,3259.7381036093484
250,200,50,0.9,0.31447899100000143,3257.792827382454
260,200,50,0.9,0.3283821340000017,3257.792827382454
270,200,50,0.9,0.3401495570000037,3259.7381036093484
280,200,50,0.9,0.35197962000000516,3261.731722280215
290,200,50,0.9,0.3632168500000077,3270.7894070501766
300,200,50,0.9,0.37454606400000756,3270.7894070501766
310,200,50,0.9,0.3858529510000075,3257.792827382454
320,200,50,0.9,0.39695469200000844,3257.792827382454
330,200,50,0.9,0.4095314520000066,3259.7381036093484
340,200,50,0.9,0.4208289670000056,3257.792827382454
350,200,50,0.9,0.43217278800000614,3270.7894070501766
360,200,50,0.9,0.44378272100000515,3270.7894070501766
370,200,50,0.9,0.4553028240000039,3261.731722280215
380,200,50,0.9,0.46666788300000306,3257.792827382454
390,200,50,0.9,0.47841900800000303,3261.731722280215
400,200,50,0.9,0.4896425370000017,3270.7894070501766
410,200,50,0.9,0.5010134010000016,3257.792827382454
420,200,50,0.9,0.5122475580000021,3271.017313152752
430,200,50,0.9,0.523694103000004,3261.731722280215
440,200,50,0.9,0.536787560000004,3257.792827382454
450,200,50,0.9,0.5480551190000043,3270.7894070501766
460,200,50,0.9,0.5593309150000074,3270.7894070501766
470,200,50,0.9,0.5707385520000052,3257.792827382454
480,200,50,0.9,0.5821134860000043,3257.792827382454
490,200,50,0.9,0.5942372920000061,3257.792827382454
500,200,50,0.9,0.6057381570000047,3257.792827382454
510,200,50,0.9,0.617103445000005,3261.731722280215
520,200,50,0.9,0.6286689330000073,3270.7894070501766
530,200,50,0.9,0.6400043620000062,3261.731722280215
540,200,50,0.9,0.6521726430000072,3259.7381036093484
550,200,50,0.9,0.6641272590000078,3270.7894070501766
560,200,50,0.9,0.6754233500000062,3257.792827382454
570,200,50,0.9,0.6866526610000072,3288.066216894137
580,200,50,0.9,0.6980781610000086,3257.792827382454
590,200,50,0.9,0.7093314150000083,3261.731722280215
600,200,50,0.9,0.7214509370000108,3257.792827382454
610,200,50,0.9,0.7327189430000125,3261.731722280215
620,200,50,0.9,0.7441262940000115,3270.7894070501766
630,200,50,0.9,0.7557972640000088,3261.731722280215
640,200,50,0.9,0.7671346350000121,3270.7894070501766
650,200,50,0.9,0.7784690670000103,3259.7381036093484
660,200,50,0.9,0.7904553070000127,3261.731722280215
670,200,50,0.9,0.801865551000013,3263.5410610793692
680,200,50,0.9,0.8141108800000119,3270.7894070501766
690,200,50,0.9,0.8255113860000094,3257.792827382454
700,200,50,0.9,0.83680574300001,3257.792827382454
710,200,50,0.9,0.8487544340000106,3261.731722280215
720,200,50,0.9,0.8602707690000102,3270.7894070501766
730,200,50,0.9,0.8716633840000121,3259.7381036093484
740,200,50,0.9,0.8830440320000115,3261.731722280215
750,200,50,0.9,0.8943799410000111,3259.7381036093484
760,200,50,0.9,0.9056154510000098,3260.964219418542
770,200,50,0.9,0.9175893920000107,3259.7381036093484
780,200,50,0.9,0.9288638920000096,3257.792827382454
790,200,50,0.9,0.9402588230000077,3259.7381036093484
800,200,50,0.9,0.9516420530000076,3270.7894070501766
810,200,50,0.9,0.9630530860000093,3261.731722280215
820,200,50,0.9,0.9749942870000083,3261.6014737822957
830,200,50,0.9,0.986280701000009,3257.792827382454
840,200,50,0.9,0.9976681250000077,3285.154279802147
850,200,50,0.9,1.0090405920000087,3257.792827382454
860,200,50,0.9,1.0204322660000074,3261.731722280215
870,200,50,0.9,1.0324046230000086,3261.731722280215
880,200,50,0.9,1.0442382590000072,3261.731722280215
890,200,50,0.9,1.055571006000008,3270.7894070501766
900,200,50,0.9,1.0669284660000073,3261.731722280215
910,200,50,0.9,1.0781916310000064,3257.792827382454
920,200,50,0.9,1.0897426210000063,3257.792827382454
930,200,50,0.9,1.1016078640000053,3259.7381036093484
940,200,50,0.9,1.1129735440000061,3270.7894070501766
950,200,50,0.9,1.124306958000009,3270.7894070501766
960,200,50,0.9,1.1361710630000097,3261.731722280215
970,200,50,0.9,1.14758087700001,3259.7381036093484
980,200,50,0.9,1.159009818000012,3270.7894070501766
990,200,50,0.9,1.1708556140000113,3270.7894070501766
1000,200,50,0.9,1.1821907230000086,3261.731722280215
1010,200,50,0.9,1.1933944280000084,3270.7894070501766
1020,200,50,0.9,1.2047121600000104,3261.731722280215
1030,200,50,0.9,1.2158773830000094,3259.7381036093484
1040,200,50,0.9,1.2280563060000098,3261.731722280215
1050,200,50,0.9,1.2398871940000085,3257.792827382454
1060,200,50,0.9,1.2512236030000068,3270.7894070501766
1070,200,50,0.9,1.262299506000005,3269.558402659675
1080,200,50,0.9,1.2736454420000065,3257.792827382454
1090,200,50,0.9,1.2859558890000073,3259.7381036093484
1100,200,50,0.9,1.2975551090000081,3270.7894070501766
1110,200,50,0.9,1.308935431000009,3261.731722280215
1120,200,50,0.9,1.3208100660000106,3270.7894070501766
1130,200,50,0.9,1.3323268560000123,3288.6065797513743
1140,200,50,0.9,1.3437648500000137,3261.731722280215
1150,200,50,0.9,1.356624083000014,3257.792827382454
1160,200,50,0.9,1.3678187560000161,3270.7894070501766
1170,200,50,0.9,1.3798228360000167,3257.792827382454
1180,200,50,0.9,1.391075572000016,3270.351154545615
1190,200,50,0.9,1.402468292000016,3270.7894070501766
1200,200,50,0.9,1.4152963420000155,3270.7894070501766
1210,200,50,0.9,1.4265638020000182,3259.7381036093484
1220,200,50,0.9,1.4377013060000188,3270.7894070501766
1230,200,50,0.9,1.448724977000019,3270.7894070501766
1240,200,50,0.9,1.459898819000017,3270.7894070501766
1250,200,50,0.9,1.471793153000018,3257.792827382454
