iterations,pop,mate,mutate,time,fitness
0,40,20,0.9,0.009090850999999844,3165.406639288149
10,40,20,0.9,0.017824465000000345,3221.197044799791
20,40,20,0.9,0.025988289999999026,3436.990675709318
30,40,20,0.9,0.034369470999997986,3568.4766425483394
40,40,20,0.9,0.043112577999997015,3556.8314862499624
50,40,20,0.9,0.05118551799999693,3496.009196673353
60,40,20,0.9,0.05918030899999671,3562.7741668576127
70,40,20,0.9,0.06719498799999712,3663.314656160499
80,40,20,0.9,0.07531910499999661,3685.742598854138
90,40,20,0.9,0.0842141839999968,3486.565125910179
100,40,20,0.9,0.09241276999999748,3461.5618199759747
110,40,20,0.9,0.1005276699999964,3612.22281778888
120,40,20,0.9,0.10867163999999718,3594.301275512659
130,40,20,0.9,0.11699419599999672,3615.8056122350695
140,40,20,0.9,0.12515622899999634,3463.780827189643
150,40,20,0.9,0.1340050299999973,3576.528909722417
160,40,20,0.9,0.14226997899999816,3783.9065904350346
170,40,20,0.9,0.15108702599999901,3665.9042600408093
180,40,20,0.9,0.159299073999998,3657.6105605101206
190,40,20,0.9,0.16766851899999757,3543.0306949859732
200,40,20,0.9,0.1757371819999971,3546.4574499416967
210,40,20,0.9,0.18418937099999688,3402.295301187651
220,40,20,0.9,0.19228431399999657,3605.081867139165
230,40,20,0.9,0.20083771499999692,3541.917660311147
240,40,20,0.9,0.20892097199999604,3644.9225007375285
250,40,20,0.9,0.21749990599999514,3487.7253826397778
260,40,20,0.9,0.2257020209999947,3422.057327661944
270,40,20,0.9,0.23411637099999538,3478.8361204370235
280,40,20,0.9,0.24246684399999552,3489.035346175417
290,40,20,0.9,0.2513604209999958,3566.395593833959
300,40,20,0.9,0.2595649769999966,3679.613804857988
310,40,20,0.9,0.2676563949999977,3637.552928747924
320,40,20,0.9,0.27598911299999784,3610.0954780351294
330,40,20,0.9,0.28440899599999625,3649.7225593490384
340,40,20,0.9,0.2926712579999968,3606.198991374038
350,40,20,0.9,0.3008740639999967,3636.187594613526
360,40,20,0.9,0.30906773199999726,3450.0235378322827
370,40,20,0.9,0.3172668529999978,3541.381066750799
380,40,20,0.9,0.3256366879999977,3669.8904136955216
390,40,20,0.9,0.333910141999997,3548.2939879016503
400,40,20,0.9,0.34228554399999744,3591.7255963647613
410,40,20,0.9,0.35058855799999833,3698.3589737948278
