iterations,pop,mate,mutate,time,fitness
0,40,20,0.3,0.010125641999999768,3660.8914228065714
10,40,20,0.3,0.018505926999999645,3774.223111613288
20,40,20,0.3,0.02597000199999977,3816.2094551026667
30,40,20,0.3,0.03223522000000001,3816.917316184269
40,40,20,0.3,0.03887461200000031,3816.5888244271773
50,40,20,0.3,0.04519590500000037,3839.5792124367617
60,40,20,0.3,0.05152223600000028,3884.3766555071306
70,40,20,0.3,0.05800549600000027,3831.3237229181177
80,40,20,0.3,0.0642004970000003,3816.917316184269
90,40,20,0.3,0.07276238800000057,3822.0540041510403
100,40,20,0.3,0.07904803700000063,3890.063000137552
110,40,20,0.3,0.08572348200000057,3905.1665048969335
120,40,20,0.3,0.09204416000000082,3914.9074791139547
130,40,20,0.3,0.09888421900000077,3914.9074791139547
140,40,20,0.3,0.10489648500000115,3897.2140997193937
150,40,20,0.3,0.11107515200000107,3890.063000137552
160,40,20,0.3,0.11740060300000144,3898.3904875793587
170,40,20,0.3,0.12392033900000143,3899.359923773626
180,40,20,0.3,0.1303978880000014,3908.1206987403093
190,40,20,0.3,0.13657568700000144,3916.6787680829966
200,40,20,0.3,0.14271041600000123,3918.0837688810543
210,40,20,0.3,0.14898914300000143,3916.6787680829966
220,40,20,0.3,0.15501076500000144,3890.063000137552
230,40,20,0.3,0.16101716300000124,3914.9074791139547
240,40,20,0.3,0.16760308300000126,3905.328834873493
250,40,20,0.3,0.17415675500000116,3881.1643558084306
260,40,20,0.3,0.18077576800000106,3884.5229220484953
270,40,20,0.3,0.187027752000001,3881.1643558084306
280,40,20,0.3,0.19302373000000106,3881.1643558084306
290,40,20,0.3,0.19967149800000117,3881.1643558084306
300,40,20,0.3,0.20586532200000107,3881.1643558084306
310,40,20,0.3,0.21189057400000078,3881.1643558084306
320,40,20,0.3,0.21799531700000063,3881.1643558084306
330,40,20,0.3,0.22401234700000083,3881.1643558084306
340,40,20,0.3,0.23022644000000048,3881.1643558084306
350,40,20,0.3,0.23638864400000026,3881.1643558084306
360,40,20,0.3,0.24254723700000014,3881.1643558084306
370,40,20,0.3,0.248598141,3881.1643558084306
380,40,20,0.3,0.25546250699999984,3881.1643558084306
390,40,20,0.3,0.2615977939999996,3881.1643558084306
400,40,20,0.3,0.2676733179999995,3881.1643558084306
410,40,20,0.3,0.27363867999999947,3881.1643558084306
420,40,20,0.3,0.27964750499999935,3881.1643558084306
430,40,20,0.3,0.28572816499999965,3881.1643558084306
440,40,20,0.3,0.29177053499999994,3881.1643558084306
450,40,20,0.3,0.2977569459999998,3881.1643558084306
460,40,20,0.3,0.30368846299999985,3881.1643558084306
470,40,20,0.3,0.3097054469999998,3881.1643558084306
480,40,20,0.3,0.3160303459999998,3881.1643558084306
