iterations,pop,mate,mutate,time,fitness
0,200,50,0.1,0.045963622,3151.8406485083797
10,200,50,0.1,0.077681994,3178.745550811247
20,200,50,0.1,0.106131533,3165.993665222964
30,200,50,0.1,0.128497935,3172.3696080171053
40,200,50,0.1,0.147207155,3165.993665222964
50,200,50,0.1,0.164214866,3167.938941449858
60,200,50,0.1,0.17882771,3175.181598490845
70,200,50,0.1,0.194777983,3165.993665222964
80,200,50,0.1,0.20842902,3165.993665222964
90,200,50,0.1,0.224090915,3165.993665222964
100,200,50,0.1,0.23739127599999998,3165.993665222964
110,200,50,0.1,0.250674925,3165.993665222964
120,200,50,0.1,0.26597973,3185.8293017504275
130,200,50,0.1,0.279568137,3165.993665222964
140,200,50,0.1,0.292625694,3165.993665222964
150,200,50,0.1,0.308049776,3185.8293017504275
160,200,50,0.1,0.321219757,3165.993665222964
170,200,50,0.1,0.334336055,3165.993665222964
180,200,50,0.1,0.349539193,3185.8293017504275
190,200,50,0.1,0.36250519600000003,3172.3696080171053
200,200,50,0.1,0.376184012,3165.993665222964
210,200,50,0.1,0.39113861099999997,3165.993665222964
220,200,50,0.1,0.403709173,3165.993665222964
230,200,50,0.1,0.418359127,3175.181598490845
240,200,50,0.1,0.431138386,3169.9325601207247
250,200,50,0.1,0.44408143199999994,3185.8293017504275
260,200,50,0.1,0.45899399799999996,3190.423268384368
270,200,50,0.1,0.47192713499999994,3185.8293017504275
280,200,50,0.1,0.484494602,3185.8293017504275
290,200,50,0.1,0.4987400720000001,3185.8293017504275
300,200,50,0.1,0.5171968280000001,3190.423268384368
310,200,50,0.1,0.532162322,3185.8293017504275
320,200,50,0.1,0.544391071,3195.0172350183084
330,200,50,0.1,0.5594059519999999,3185.8293017504275
340,200,50,0.1,0.5723516879999999,3209.396365211387
350,200,50,0.1,0.5843901509999999,3209.396365211387
360,200,50,0.1,0.5995006769999999,3185.8293017504275
370,200,50,0.1,0.6116498009999999,3185.8293017504275
380,200,50,0.1,0.624345112,3185.8293017504275
390,200,50,0.1,0.63658008,3185.8293017504275
400,200,50,0.1,0.650858957,3185.8293017504275
410,200,50,0.1,0.663097066,3187.7745779773213
420,200,50,0.1,0.675094884,3209.396365211387
430,200,50,0.1,0.69336946,3185.8293017504275
440,200,50,0.1,0.7143559899999999,3185.8293017504275
450,200,50,0.1,0.7348032339999999,3185.8293017504275
460,200,50,0.1,0.7536225099999999,3185.8293017504275
470,200,50,0.1,0.767107967,3185.8293017504275
480,200,50,0.1,0.779163572,3185.8293017504275
490,200,50,0.1,0.7925174359999999,3190.423268384368
500,200,50,0.1,0.8058539689999998,3185.8293017504275
510,200,50,0.1,0.8190691229999999,3185.8293017504275
520,200,50,0.1,0.8314397669999999,3187.7745779773213
530,200,50,0.1,0.8443032129999999,3185.8293017504275
540,200,50,0.1,0.8565892489999999,3185.8293017504275
550,200,50,0.1,0.8681632609999999,3189.768196648188
560,200,50,0.1,0.8795490739999998,3185.8293017504275
570,200,50,0.1,0.8911753899999998,3195.0172350183084
580,200,50,0.1,0.9027320419999998,3189.768196648188
590,200,50,0.1,0.9149668829999997,3189.768196648188
600,200,50,0.1,0.9265382179999997,3209.396365211387
610,200,50,0.1,0.9380782949999997,3185.8293017504275
620,200,50,0.1,0.9496334679999997,3192.205244544569
630,200,50,0.1,0.9609744459999998,3196.4724262176405
640,200,50,0.1,0.9724828059999999,3190.423268384368
650,200,50,0.1,0.9844841129999999,3185.8293017504275
660,200,50,0.1,0.996295106,3185.8293017504275
670,200,50,0.1,1.0082309850000002,3185.8293017504275
680,200,50,0.1,1.0202027770000002,3185.8293017504275
690,200,50,0.1,1.0320696220000003,3185.8293017504275
700,200,50,0.1,1.0442671740000005,3185.8293017504275
710,200,50,0.1,1.0560899700000004,3189.768196648188
720,200,50,0.1,1.0680069530000005,3198.5811873387106
730,200,50,0.1,1.0798714920000005,3198.5811873387106
740,200,50,0.1,1.0916265770000007,3189.768196648188
750,200,50,0.1,1.1034706460000008,3185.8293017504275
760,200,50,0.1,1.1158205460000008,3185.8293017504275
770,200,50,0.1,1.1278245670000007,3209.396365211387
780,200,50,0.1,1.1396782420000007,3187.7745779773213
790,200,50,0.1,1.1513001630000006,3190.423268384368
800,200,50,0.1,1.1635126400000007,3187.7745779773213
810,200,50,0.1,1.1759940950000007,3187.7745779773213
820,200,50,0.1,1.1879966140000007,3187.7745779773213
830,200,50,0.1,1.1998344120000006,3187.7745779773213
840,200,50,0.1,1.2114481360000007,3219.8974815606725
850,200,50,0.1,1.2227192640000006,3187.7745779773213
860,200,50,0.1,1.2339740260000005,3187.7745779773213
870,200,50,0.1,1.2459326970000006,3187.7745779773213
880,200,50,0.1,1.2571408320000006,3187.7745779773213
890,200,50,0.1,1.2683536850000006,3187.7745779773213
900,200,50,0.1,1.2795836980000006,3187.7745779773213
910,200,50,0.1,1.2908838530000006,3187.7745779773213
920,200,50,0.1,1.3028166010000006,3187.7745779773213
930,200,50,0.1,1.3140245770000007,3187.7745779773213
940,200,50,0.1,1.3252551500000007,3187.7745779773213
950,200,50,0.1,1.3368323620000007,3187.7745779773213
960,200,50,0.1,1.3480119420000007,3187.7745779773213
970,200,50,0.1,1.3592342110000006,3187.7745779773213
980,200,50,0.1,1.3713383550000007,3187.7745779773213
990,200,50,0.1,1.3826143710000005,3187.7745779773213
1000,200,50,0.1,1.3938022680000004,3187.7745779773213
1010,200,50,0.1,1.4050757130000004,3187.7745779773213
1020,200,50,0.1,1.4164041500000004,3187.7745779773213
1030,200,50,0.1,1.4283572460000005,3187.7745779773213
1040,200,50,0.1,1.4406136030000005,3187.7745779773213
1050,200,50,0.1,1.4518431790000006,3187.7745779773213
1060,200,50,0.1,1.4633229470000004,3187.7745779773213
1070,200,50,0.1,1.4749305680000004,3187.7745779773213
1080,200,50,0.1,1.4870894170000004,3187.7745779773213
1090,200,50,0.1,1.4994698410000005,3187.7745779773213
1100,200,50,0.1,1.5106017990000005,3187.7745779773213
1110,200,50,0.1,1.5220925430000005,3187.7745779773213
1120,200,50,0.1,1.5337168780000006,3187.7745779773213
1130,200,50,0.1,1.5449893860000006,3187.7745779773213
1140,200,50,0.1,1.5576222360000007,3188.6988374331004
1150,200,50,0.1,1.5688084860000007,3187.7745779773213
1160,200,50,0.1,1.5799497550000006,3187.7745779773213
1170,200,50,0.1,1.5910928780000004,3187.7745779773213
1180,200,50,0.1,1.6024119090000004,3187.7745779773213
1190,200,50,0.1,1.6142613950000004,3187.7745779773213
1200,200,50,0.1,1.6254036020000004,3187.7745779773213
1210,200,50,0.1,1.6366422900000004,3187.7745779773213
1220,200,50,0.1,1.6479353960000005,3187.7745779773213
1230,200,50,0.1,1.6593876470000006,3187.7745779773213
1240,200,50,0.1,1.6710184850000005,3187.7745779773213
1250,200,50,0.1,1.6827387830000007,3187.7745779773213
1260,200,50,0.1,1.6939230290000007,3187.7745779773213
1270,200,50,0.1,1.7051286420000007,3187.7745779773213
1280,200,50,0.1,1.7163933920000007,3187.7745779773213
1290,200,50,0.1,1.7275898860000007,3187.7745779773213
1300,200,50,0.1,1.7395280520000007,3187.7745779773213
1310,200,50,0.1,1.7507673270000006,3187.7745779773213
1320,200,50,0.1,1.7667574060000006,3187.7745779773213
1330,200,50,0.1,1.7780603400000008,3189.5539442355025
1340,200,50,0.1,1.7892368170000008,3187.7745779773213
1350,200,50,0.1,1.801128566000001,3187.7745779773213
1360,200,50,0.1,1.8129671710000008,3187.7745779773213
1370,200,50,0.1,1.824067139000001,3187.7745779773213
1380,200,50,0.1,1.835475339000001,3187.7745779773213
1390,200,50,0.1,1.8466560060000008,3187.7745779773213
1400,200,50,0.1,1.859010225000001,3187.7745779773213
1410,200,50,0.1,1.872242642000001,3187.7745779773213
