iterations,fevals,time,fitness
0,11035,7.212799999999076e-05,803.0
10,11036,0.00014801799999998588,803.0
20,11037,0.00021840899999998886,803.0
30,11038,0.0002860489999999827,803.0
40,11039,0.0003508199999999878,805.0
50,11040,0.0004248539999999884,805.0
60,11041,0.0004777039999999816,805.0
70,11042,0.000537822999999979,805.0
80,11043,0.0006052799999999858,805.0
90,11044,0.0006613029999999881,807.0
100,11045,0.0007353809999999794,807.0
110,11046,0.0007846469999999856,807.0
120,11047,0.0008360489999999776,807.0
130,11048,0.0009218069999999828,807.0
140,11049,0.0009753869999999804,807.0
150,11050,0.001026073999999988,807.0
160,11051,0.001080311999999986,807.0
170,11052,0.001201287999999981,807.0
180,11053,0.0012306229999999724,807.0
190,11054,0.0012475779999999714,807.0
200,11055,0.00126424399999997,807.0
210,11056,0.0012896289999999727,807.0
220,11057,0.0013082419999999734,807.0
230,11058,0.0013244209999999784,807.0
240,11059,0.0013422499999999754,807.0
250,11060,0.0013583589999999757,807.0
260,11061,0.0013747029999999771,807.0
270,11062,0.0013923779999999858,807.0
280,11063,0.0014085889999999879,807.0
290,11064,0.0014253809999999895,807.0
300,11065,0.0014475219999999928,807.0
310,11066,0.0014638459999999909,807.0
320,11067,0.0014923729999999913,807.0
330,11068,0.0015138700000000005,807.0
340,11069,0.0015318189999999898,807.0
350,11070,0.0015482359999999806,807.0
360,11071,0.0015659029999999796,807.0
370,11072,0.0015819499999999709,807.0
380,11073,0.0015980229999999485,807.0
390,11074,0.0016149289999999317,807.0
400,11075,0.0016311589999999099,807.0
410,11076,0.0016479239999999118,807.0
420,11077,0.0016686659999999298,807.0
430,11078,0.001684876999999918,807.0
440,11079,0.0017015779999999259,807.0
450,11080,0.0017173379999999294,807.0
460,11081,0.0017341799999999463,807.0
470,11082,0.0017514789999999447,807.0
480,11083,0.0017679499999999349,807.0
490,11084,0.0017847759999999324,807.0
500,11085,0.0018006579999999273,807.0
510,11086,0.0018166239999999334,807.0
520,11087,0.001832665999999955,807.0
530,11088,0.0018484559999999706,807.0
540,11089,0.0018648309999999557,807.0
550,11090,0.0018835399999999614,807.0
560,11091,0.0018996849999999565,807.0
570,11092,0.0019159969999999749,807.0
580,11093,0.0019325439999999805,807.0
590,11094,0.0019488809999999857,807.0
600,11095,0.0019660169999999866,807.0
610,11096,0.001983044999999989,807.0
620,11097,0.0019990440000000054,807.0
630,11098,0.002015169000000011,807.0
640,11099,0.002031028000000018,807.0
650,11100,0.002046452000000032,807.0
660,11101,0.002062776000000016,807.0
670,11102,0.002080760000000015,807.0
680,11103,0.0020964610000000217,807.0
690,11104,0.00211215900000003,807.0
700,11105,0.00212799800000002,807.0
710,11106,0.002143723000000014,807.0
720,11107,0.0021595289999999934,807.0
730,11108,0.0021774440000000006,807.0
740,11109,0.0021940169999999926,807.0
750,11110,0.0022111710000000118,807.0
760,11111,0.0022269780000000183,807.0
770,11112,0.002243327000000017,807.0
780,11113,0.002258823000000021,807.0
790,11114,0.002274778000000033,807.0
800,11115,0.0022932370000000313,807.0
810,11116,0.0023099280000000444,807.0
820,11117,0.0023257270000000274,807.0
830,11118,0.0023418060000000296,807.0
840,11119,0.0023579930000000304,807.0
850,11120,0.00237465700000003,807.0
860,11121,0.0023921270000000217,807.0
870,11122,0.0024086130000000316,807.0
880,11123,0.002424498000000025,807.0
890,11124,0.0024412940000000383,807.0
900,11125,0.0024572580000000455,807.0
910,11126,0.0024734280000000275,807.0
920,11127,0.002491363000000024,807.0
930,11128,0.0025076090000000217,807.0
940,11129,0.0025235810000000247,807.0
950,11130,0.0025398020000000354,807.0
960,11131,0.0025558490000000544,807.0
970,11132,0.002571660000000059,807.0
980,11133,0.002587931000000071,807.0
990,11134,0.0026036910000000746,807.0
1000,11135,0.0026200420000000724,807.0
1010,11136,0.002635672000000089,807.0
1020,11137,0.0026510720000000876,807.0
1030,11138,0.0026675210000000893,807.0
1040,11139,0.0026853480000000873,807.0
1050,11140,0.0027012780000000847,807.0
1060,11141,0.0027173390000000963,807.0
1070,11142,0.002733511000000105,807.0
1080,11143,0.0027494200000001134,807.0
1090,11144,0.002765662000000113,807.0
1100,11145,0.0027818050000001093,807.0
1110,11146,0.0027987370000001066,807.0
1120,11147,0.002815023000000111,807.0
1130,11148,0.0028318920000001135,807.0
1140,11149,0.0028484950000001175,807.0
1150,11150,0.002868574000000096,807.0
1160,11151,0.002887604000000099,807.0
1170,11152,0.0029057410000001005,807.0
1180,11153,0.0029213290000001113,807.0
1190,11154,0.0029376190000001134,807.0
1200,11155,0.0029539910000001,807.0
1210,11156,0.002970125000000101,807.0
1220,11157,0.002990681000000106,807.0
1230,11158,0.0030096390000001194,807.0
1240,11159,0.0030276480000001327,807.0
1250,11160,0.003047759000000122,807.0
1260,11161,0.0030662430000001073,807.0
1270,11162,0.003081944000000114,807.0
1280,11163,0.0030979580000001228,807.0
