iterations,fevals,time,fitness
0,44108,2.6425999999996064e-05,921.0
10,44109,4.846899999999543e-05,921.0
20,44110,6.730399999999026e-05,921.0
30,44111,0.00010448400000001579,921.0
40,44112,0.00014467300000001182,921.0
50,44113,0.00016446000000000516,921.0
60,44114,0.00018316099999998725,921.0
70,44115,0.00021036599999998962,921.0
80,44116,0.00022897499999993687,921.0
90,44117,0.0002489899999999212,921.0
100,44118,0.0002681589999999068,921.0
110,44119,0.00028900899999986795,921.0
120,44120,0.00030795999999985724,921.0
130,44121,0.000327596999999874,921.0
140,44122,0.0003505349999999019,921.0
150,44123,0.00037028799999991313,921.0
160,44124,0.00041324499999992326,921.0
170,44125,0.0004319469999999048,921.0
180,44126,0.0004497859999998688,921.0
190,44127,0.0004675669999998633,921.0
200,44128,0.0004907419999998497,921.0
210,44129,0.0005084479999998559,921.0
220,44130,0.0005258859999998367,921.0
230,44131,0.0005435229999998514,921.0
240,44132,0.0005611019999998412,921.0
250,44133,0.0005783999999998402,921.0
260,44134,0.0005969709999998074,921.0
270,44135,0.0006152419999998215,921.0
280,44136,0.000633214999999826,921.0
290,44137,0.0006509959999998205,921.0
300,44138,0.0006688959999998356,921.0
310,44139,0.0006867919999998529,921.0
320,44140,0.0007068499999998423,921.0
330,44141,0.0007244199999998091,921.0
340,44142,0.0007437359999998006,921.0
350,44143,0.0007615809999998169,921.0
360,44144,0.0007796969999998293,921.0
370,44145,0.0008019979999998317,921.0
380,44146,0.0008237809999998291,921.0
390,44147,0.0008416539999998307,921.0
400,44148,0.0008599789999998164,921.0
410,44149,0.0008777339999998246,921.0
420,44150,0.0008956679999998218,921.0
430,44151,0.0009134829999997984,921.0
440,44152,0.0009349099999998167,921.0
450,44153,0.0009524989999998568,921.0
460,44154,0.000970354999999895,921.0
470,44155,0.0009881729999998978,921.0
480,44156,0.00100737799999992,921.0
490,44157,0.0010259849999999238,921.0
500,44158,0.0010447249999998853,921.0
510,44159,0.0010632649999998967,921.0
520,44160,0.001081049999999889,921.0
530,44161,0.0010984219999999045,923.0
540,44162,0.0011162379999999084,923.0
550,44163,0.0011339559999999083,923.0
560,44164,0.001152218999999871,923.0
570,44165,0.0011721859999998807,923.0
580,44166,0.0011899219999998711,923.0
590,44167,0.0012077619999998623,923.0
600,44168,0.0012257869999998394,923.0
610,44169,0.001243552999999814,923.0
620,44170,0.0012615879999997859,923.0
630,44171,0.0012818869999997873,923.0
640,44172,0.0012996669999997545,923.0
650,44173,0.0013172339999997507,923.0
660,44174,0.0013346739999997859,923.0
670,44175,0.001351854999999763,923.0
680,44176,0.001369335999999749,923.0
690,44177,0.0036617179999997307,923.0
700,44178,0.0036826129999997514,923.0
710,44179,0.003701321999999757,923.0
720,44180,0.003720256999999755,925.0
730,44181,0.0037385309999997396,925.0
740,44182,0.0037563399999997193,925.0
750,44183,0.0037746279999996968,925.0
760,44184,0.0037947749999997227,925.0
770,44185,0.003813297999999715,925.0
780,44186,0.0038310109999997455,925.0
790,44187,0.0038498109999997865,925.0
800,44188,0.0038680379999997683,925.0
810,44189,0.003886149999999783,925.0
820,44190,0.0039111719999997685,925.0
830,44191,0.003929532999999791,925.0
840,44192,0.003947820999999824,925.0
850,44193,0.003966371999999857,925.0
860,44194,0.003984624999999881,925.0
870,44195,0.004002512999999902,925.0
880,44196,0.004021294999999897,925.0
890,44197,0.0040390069999999,925.0
900,44198,0.004056552999999935,925.0
910,44199,0.004075996999999915,925.0
920,44200,0.004093978999999887,925.0
930,44201,0.00411176699999985,925.0
940,44202,0.0041335449999998775,925.0
950,44203,0.00415203499999986,925.0
960,44204,0.004169559999999822,925.0
970,44205,0.0041873399999997896,925.0
980,44206,0.004205425999999762,925.0
990,44207,0.004222841999999755,925.0
1000,44208,0.004241269999999769,925.0
1010,44209,0.004258867999999777,925.0
1020,44210,0.004276065999999773,925.0
1030,44211,0.004293621999999747,925.0
1040,44212,0.004311266999999702,925.0
