iterations,fevals,time,fitness
0,49620,3.133399999999398e-05,933.0
10,49621,8.403899999998021e-05,933.0
20,49622,0.0001072129999999949,933.0
30,49623,0.00018192300000002826,933.0
40,49624,0.00022354700000004613,933.0
50,49625,0.000255770000000044,933.0
60,49626,0.0002888730000000783,933.0
70,49627,0.0003095890000000545,933.0
80,49628,0.00033668000000008913,933.0
90,49629,0.0003659540000001127,933.0
100,49630,0.00038562800000008224,933.0
110,49631,0.00040397400000008465,933.0
120,49632,0.0004228180000001025,933.0
130,49633,0.00044071000000012184,933.0
140,49634,0.0004643460000001154,933.0
150,49635,0.00048211400000008897,933.0
160,49636,0.0005009190000000996,933.0
170,49637,0.0005189830000000839,933.0
180,49638,0.0005365700000000695,933.0
190,49639,0.0005547450000000786,933.0
200,49640,0.0005736260000001048,933.0
210,49641,0.0005913750000001161,933.0
220,49642,0.0006090590000001339,933.0
230,49643,0.0006271590000001548,933.0
240,49644,0.0006450680000001929,933.0
250,49645,0.000663189000000175,933.0
260,49646,0.0006839050000001512,933.0
270,49647,0.0007015360000001691,933.0
280,49648,0.0007192760000001575,933.0
290,49649,0.0007370270000001677,933.0
300,49650,0.0007550010000001994,933.0
310,49651,0.0007732880000002051,933.0
320,49652,0.0007913750000002051,933.0
330,49653,0.0008096700000002066,933.0
340,49654,0.0008277960000002138,933.0
350,49655,0.0008458970000002064,933.0
360,49656,0.0008637020000001883,933.0
370,49657,0.0008817080000001476,933.0
380,49658,0.0008995660000001848,933.0
390,49659,0.0009193740000001949,933.0
400,49660,0.0009372960000001984,933.0
410,49661,0.0009549050000002279,933.0
420,49662,0.0009727680000002348,933.0
430,49663,0.0009902630000002688,935.0
440,49664,0.0010093200000002578,935.0
450,49665,0.0010287070000002396,935.0
460,49666,0.0010467360000002701,935.0
470,49667,0.0010650030000002864,935.0
480,49668,0.0010840590000002481,935.0
490,49669,0.0011045940000002363,935.0
500,49670,0.0011251230000002277,935.0
510,49671,0.0011507630000002211,935.0
520,49672,0.0011745230000002604,935.0
530,49673,0.0011965760000002823,935.0
540,49674,0.001216845000000244,935.0
550,49675,0.0012346450000002007,935.0
560,49676,0.0012523460000002373,935.0
570,49677,0.0012722110000002451,935.0
580,49678,0.0012922300000002274,935.0
590,49679,0.001310345000000268,935.0
600,49680,0.0013279950000002483,935.0
610,49681,0.001345489000000255,935.0
620,49682,0.0013628440000002517,935.0
630,49683,0.001385008000000243,935.0
640,49684,0.0014028750000001922,935.0
650,49685,0.0014204080000002062,935.0
660,49686,0.0014393810000001839,935.0
670,49687,0.0014573780000002312,935.0
680,49688,0.0014754340000002752,935.0
690,49689,0.0015054340000002497,935.0
700,49690,0.00152953600000022,935.0
710,49691,0.0015474700000002173,935.0
720,49692,0.0015651550000002068,935.0
730,49693,0.00158285200000019,935.0
740,49694,0.0016007130000001424,935.0
750,49695,0.00161842500000009,935.0
760,49696,0.0016394950000001018,935.0
770,49697,0.0016573540000001108,935.0
780,49698,0.001674962000000113,935.0
790,49699,0.0016929120000001019,935.0
800,49700,0.0017109550000000695,935.0
810,49701,0.0017288540000000574,935.0
820,49702,0.001747800000000077,935.0
830,49703,0.0017657190000000544,935.0
